Instance;Algorithme;Taille_Clique;Taille_Min;Taille_Max;Taille_Moyenne;Temps_ms;Notes
hamming/hamming8-4.clq;Q1_Best_Static;16;;;;0.047075;
hamming/hamming8-4.clq;Q1_Best_Dynamic;16;;;;2.83419;OK
hamming/hamming10-2.clq;Q1_FI_Seed_0;232;;;;1.59667;
hamming/hamming10-2.clq;Q1_HC_Seed_0;328;;;;10171.2;TIMEOUT
hamming/hamming10-2.clq;Q1_FI_Seed_1;228;;;;1.54394;
hamming/hamming10-2.clq;Q1_HC_Seed_1;465;;;;10135.3;TIMEOUT
hamming/hamming10-2.clq;Q1_FI_Seed_2;250;;;;1.64588;
hamming/hamming10-2.clq;Q1_HC_Seed_2;365;;;;9221.56;OK
hamming/hamming10-2.clq;Q1_FI_Seed_3;256;;;;1.7031;
hamming/hamming10-2.clq;Q1_HC_Seed_3;323;;;;6716.91;OK
hamming/hamming10-2.clq;Q1_FI_Seed_4;242;;;;1.62802;
hamming/hamming10-2.clq;Q1_HC_Seed_4;352;;;;9584.3;OK
hamming/hamming10-2.clq;Q1_FI_Seed_5;265;;;;1.65779;
hamming/hamming10-2.clq;Q1_HC_Seed_5;512;;;;8192.92;OK
hamming/hamming10-2.clq;Q1_FI_Seed_6;230;;;;1.54473;
hamming/hamming10-2.clq;Q1_HC_Seed_6;405;;;;9663.59;OK
hamming/hamming10-2.clq;Q1_FI_Seed_7;230;;;;1.5533;
hamming/hamming10-2.clq;Q1_HC_Seed_7;404;;;;10026.6;TIMEOUT
hamming/hamming10-2.clq;Q1_FI_Seed_8;232;;;;1.71828;
hamming/hamming10-2.clq;Q1_HC_Seed_8;332;;;;10020.2;TIMEOUT
hamming/hamming10-2.clq;Q1_FI_Seed_9;254;;;;1.69975;
hamming/hamming10-2.clq;Q1_HC_Seed_9;411;;;;10285.3;TIMEOUT
hamming/hamming10-2.clq;Q1_FI_STATS_SUMMARY;;228;265;241.9;16.2915;
hamming/hamming10-2.clq;Q1_HC_STATS_SUMMARY;;323;512;389.7;94018;
hamming/hamming10-2.clq;Q1_Best_Static;490;;;;3.71503;
hamming/hamming10-2.clq;Q1_Best_Dynamic;512;;;;2626.04;OK
hamming/hamming10-4.clq;Q1_FI_Seed_0;21;;;;0.140366;
hamming/hamming10-4.clq;Q1_HC_Seed_0;33;;;;25.9039;OK
hamming/hamming10-4.clq;Q1_FI_Seed_1;17;;;;0.14357;
hamming/hamming10-4.clq;Q1_HC_Seed_1;31;;;;24.7293;OK
hamming/hamming10-4.clq;Q1_FI_Seed_2;22;;;;0.150555;
hamming/hamming10-4.clq;Q1_HC_Seed_2;33;;;;29.1869;OK
hamming/hamming10-4.clq;Q1_FI_Seed_3;22;;;;0.154595;
hamming/hamming10-4.clq;Q1_HC_Seed_3;33;;;;25.4842;OK
hamming/hamming10-4.clq;Q1_FI_Seed_4;17;;;;0.156615;
hamming/hamming10-4.clq;Q1_HC_Seed_4;21;;;;8.0302;OK
hamming/hamming10-4.clq;Q1_FI_Seed_5;22;;;;0.161675;
hamming/hamming10-4.clq;Q1_HC_Seed_5;35;;;;32.8392;OK
hamming/hamming10-4.clq;Q1_FI_Seed_6;23;;;;0.16376;
hamming/hamming10-4.clq;Q1_HC_Seed_6;36;;;;35.0337;OK
hamming/hamming10-4.clq;Q1_FI_Seed_7;25;;;;0.15197;
hamming/hamming10-4.clq;Q1_HC_Seed_7;34;;;;17.0082;OK
hamming/hamming10-4.clq;Q1_FI_Seed_8;18;;;;0.135689;
hamming/hamming10-4.clq;Q1_HC_Seed_8;33;;;;36.1247;OK
hamming/hamming10-4.clq;Q1_FI_Seed_9;17;;;;0.143026;
hamming/hamming10-4.clq;Q1_HC_Seed_9;34;;;;32.71;OK
hamming/hamming10-4.clq;Q1_FI_STATS_SUMMARY;;17;25;20.4;1.50182;
hamming/hamming10-4.clq;Q1_HC_STATS_SUMMARY;;21;36;32.3;267.05;
hamming/hamming10-4.clq;Q1_Best_Static;32;;;;0.295584;
hamming/hamming10-4.clq;Q1_Best_Dynamic;36;;;;98.3579;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_0;4;;;;0.008699;
johnson/johnson8-2-4.clq;Q1_HC_Seed_0;4;;;;0.01027;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_1;4;;;;0.006764;
johnson/johnson8-2-4.clq;Q1_HC_Seed_1;4;;;;0.009401;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_2;4;;;;0.006834;
johnson/johnson8-2-4.clq;Q1_HC_Seed_2;4;;;;0.009519;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_3;4;;;;0.006796;
johnson/johnson8-2-4.clq;Q1_HC_Seed_3;4;;;;0.009639;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_4;4;;;;0.006604;
johnson/johnson8-2-4.clq;Q1_HC_Seed_4;4;;;;0.009208;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_5;4;;;;0.006521;
johnson/johnson8-2-4.clq;Q1_HC_Seed_5;4;;;;0.009499;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_6;4;;;;0.006574;
johnson/johnson8-2-4.clq;Q1_HC_Seed_6;4;;;;0.009712;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_7;4;;;;0.00639;
johnson/johnson8-2-4.clq;Q1_HC_Seed_7;4;;;;0.009677;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_8;4;;;;0.00654;
johnson/johnson8-2-4.clq;Q1_HC_Seed_8;4;;;;0.009117;OK
johnson/johnson8-2-4.clq;Q1_FI_Seed_9;4;;;;0.00654;
johnson/johnson8-2-4.clq;Q1_HC_Seed_9;4;;;;0.009551;OK
johnson/johnson8-2-4.clq;Q1_FI_STATS_SUMMARY;;4;4;4;0.068262;
johnson/johnson8-2-4.clq;Q1_HC_STATS_SUMMARY;;4;4;4;0.095593;
johnson/johnson8-2-4.clq;Q1_Best_Static;4;;;;0.005538;
johnson/johnson8-2-4.clq;Q1_Best_Dynamic;4;;;;0.030787;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_0;8;;;;0.015093;
johnson/johnson8-4-4.clq;Q1_HC_Seed_0;14;;;;0.219794;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_1;8;;;;0.011538;
johnson/johnson8-4-4.clq;Q1_HC_Seed_1;10;;;;0.122169;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_2;10;;;;0.011808;
johnson/johnson8-4-4.clq;Q1_HC_Seed_2;10;;;;0.090708;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_3;11;;;;0.012113;
johnson/johnson8-4-4.clq;Q1_HC_Seed_3;14;;;;0.169806;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_4;9;;;;0.011683;
johnson/johnson8-4-4.clq;Q1_HC_Seed_4;14;;;;0.23005;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_5;11;;;;0.012003;
johnson/johnson8-4-4.clq;Q1_HC_Seed_5;14;;;;0.150101;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_6;9;;;;0.011793;
johnson/johnson8-4-4.clq;Q1_HC_Seed_6;10;;;;0.117488;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_7;11;;;;0.012138;
johnson/johnson8-4-4.clq;Q1_HC_Seed_7;14;;;;0.152021;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_8;11;;;;0.012032;
johnson/johnson8-4-4.clq;Q1_HC_Seed_8;14;;;;0.155874;OK
johnson/johnson8-4-4.clq;Q1_FI_Seed_9;9;;;;0.011466;
johnson/johnson8-4-4.clq;Q1_HC_Seed_9;14;;;;0.20643;OK
johnson/johnson8-4-4.clq;Q1_FI_STATS_SUMMARY;;8;11;9.7;0.121667;
johnson/johnson8-4-4.clq;Q1_HC_STATS_SUMMARY;;10;14;12.8;1.61444;
johnson/johnson8-4-4.clq;Q1_Best_Static;14;;;;0.014773;
johnson/johnson8-4-4.clq;Q1_Best_Dynamic;14;;;;0.301667;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_0;8;;;;0.017209;
johnson/johnson16-2-4.clq;Q1_HC_Seed_0;8;;;;0.124789;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_1;8;;;;0.016101;
johnson/johnson16-2-4.clq;Q1_HC_Seed_1;8;;;;0.123762;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_2;8;;;;0.016115;
johnson/johnson16-2-4.clq;Q1_HC_Seed_2;8;;;;0.125837;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_3;8;;;;0.0163;
johnson/johnson16-2-4.clq;Q1_HC_Seed_3;8;;;;0.122308;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_4;8;;;;0.016469;
johnson/johnson16-2-4.clq;Q1_HC_Seed_4;8;;;;0.11762;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_5;8;;;;0.016248;
johnson/johnson16-2-4.clq;Q1_HC_Seed_5;8;;;;0.124287;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_6;8;;;;0.016101;
johnson/johnson16-2-4.clq;Q1_HC_Seed_6;8;;;;0.120456;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_7;8;;;;0.015946;
johnson/johnson16-2-4.clq;Q1_HC_Seed_7;8;;;;0.123632;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_8;8;;;;0.016327;
johnson/johnson16-2-4.clq;Q1_HC_Seed_8;8;;;;0.119042;OK
johnson/johnson16-2-4.clq;Q1_FI_Seed_9;8;;;;0.016201;
johnson/johnson16-2-4.clq;Q1_HC_Seed_9;8;;;;0.124254;OK
johnson/johnson16-2-4.clq;Q1_FI_STATS_SUMMARY;;8;8;8;0.163017;
johnson/johnson16-2-4.clq;Q1_HC_STATS_SUMMARY;;8;8;8;1.22599;
johnson/johnson16-2-4.clq;Q1_Best_Static;8;;;;0.019363;
johnson/johnson16-2-4.clq;Q1_Best_Dynamic;8;;;;0.701902;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_0;16;;;;0.081605;
johnson/johnson32-2-4.clq;Q1_HC_Seed_0;16;;;;1.72946;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_1;16;;;;0.078402;
johnson/johnson32-2-4.clq;Q1_HC_Seed_1;16;;;;1.63689;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_2;16;;;;0.07895;
johnson/johnson32-2-4.clq;Q1_HC_Seed_2;16;;;;1.66512;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_3;16;;;;0.078977;
johnson/johnson32-2-4.clq;Q1_HC_Seed_3;16;;;;1.66165;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_4;16;;;;0.07813;
johnson/johnson32-2-4.clq;Q1_HC_Seed_4;16;;;;1.70528;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_5;16;;;;0.080237;
johnson/johnson32-2-4.clq;Q1_HC_Seed_5;16;;;;1.7409;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_6;16;;;;0.080031;
johnson/johnson32-2-4.clq;Q1_HC_Seed_6;16;;;;1.72266;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_7;16;;;;0.08082;
johnson/johnson32-2-4.clq;Q1_HC_Seed_7;16;;;;1.69147;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_8;16;;;;0.081068;
johnson/johnson32-2-4.clq;Q1_HC_Seed_8;16;;;;1.73795;OK
johnson/johnson32-2-4.clq;Q1_FI_Seed_9;16;;;;0.079809;
johnson/johnson32-2-4.clq;Q1_HC_Seed_9;16;;;;1.64285;OK
johnson/johnson32-2-4.clq;Q1_FI_STATS_SUMMARY;;16;16;16;0.798029;
johnson/johnson32-2-4.clq;Q1_HC_STATS_SUMMARY;;16;16;16;16.9342;
johnson/johnson32-2-4.clq;Q1_Best_Static;16;;;;0.117701;
johnson/johnson32-2-4.clq;Q1_Best_Dynamic;16;;;;19.4995;OK
keller/keller4.clq;Q1_FI_Seed_0;7;;;;0.020122;
keller/keller4.clq;Q1_HC_Seed_0;10;;;;0.332233;OK
keller/keller4.clq;Q1_FI_Seed_1;7;;;;0.019931;
keller/keller4.clq;Q1_HC_Seed_1;8;;;;0.216842;OK
keller/keller4.clq;Q1_FI_Seed_2;7;;;;0.018972;
keller/keller4.clq;Q1_HC_Seed_2;9;;;;0.288348;OK
keller/keller4.clq;Q1_FI_Seed_3;6;;;;0.018587;
keller/keller4.clq;Q1_HC_Seed_3;11;;;;0.396309;OK
keller/keller4.clq;Q1_FI_Seed_4;8;;;;0.018495;
keller/keller4.clq;Q1_HC_Seed_4;11;;;;0.36844;OK
keller/keller4.clq;Q1_FI_Seed_5;7;;;;0.018656;
keller/keller4.clq;Q1_HC_Seed_5;9;;;;0.325424;OK
keller/keller4.clq;Q1_FI_Seed_6;7;;;;0.019327;
keller/keller4.clq;Q1_HC_Seed_6;9;;;;0.367082;OK
keller/keller4.clq;Q1_FI_Seed_7;8;;;;0.019355;
keller/keller4.clq;Q1_HC_Seed_7;9;;;;0.231339;OK
keller/keller4.clq;Q1_FI_Seed_8;9;;;;0.018764;
keller/keller4.clq;Q1_HC_Seed_8;9;;;;0.179;OK
keller/keller4.clq;Q1_FI_Seed_9;9;;;;0.018682;
keller/keller4.clq;Q1_HC_Seed_9;9;;;;0.175867;OK
keller/keller4.clq;Q1_FI_STATS_SUMMARY;;6;9;7.5;0.190891;
keller/keller4.clq;Q1_HC_STATS_SUMMARY;;8;11;9.4;2.88088;
keller/keller4.clq;Q1_Best_Static;8;;;;0.03412;
keller/keller4.clq;Q1_Best_Dynamic;11;;;;1.59289;OK
keller/keller5.clq;Q1_FI_Seed_0;17;;;;0.096867;
keller/keller5.clq;Q1_HC_Seed_0;19;;;;4.10524;OK
keller/keller5.clq;Q1_FI_Seed_1;16;;;;0.098572;
keller/keller5.clq;Q1_HC_Seed_1;22;;;;7.47334;OK
keller/keller5.clq;Q1_FI_Seed_2;15;;;;0.089573;
keller/keller5.clq;Q1_HC_Seed_2;21;;;;5.00343;OK
keller/keller5.clq;Q1_FI_Seed_3;21;;;;0.088378;
keller/keller5.clq;Q1_HC_Seed_3;21;;;;2.74851;OK
keller/keller5.clq;Q1_FI_Seed_4;15;;;;0.091846;
keller/keller5.clq;Q1_HC_Seed_4;20;;;;5.89199;OK
keller/keller5.clq;Q1_FI_Seed_5;20;;;;0.096571;
keller/keller5.clq;Q1_HC_Seed_5;20;;;;2.81864;OK
keller/keller5.clq;Q1_FI_Seed_6;19;;;;0.093437;
keller/keller5.clq;Q1_HC_Seed_6;20;;;;3.75326;OK
keller/keller5.clq;Q1_FI_Seed_7;16;;;;0.091777;
keller/keller5.clq;Q1_HC_Seed_7;21;;;;4.76484;OK
keller/keller5.clq;Q1_FI_Seed_8;17;;;;0.095448;
keller/keller5.clq;Q1_HC_Seed_8;19;;;;3.79415;OK
keller/keller5.clq;Q1_FI_Seed_9;17;;;;0.087543;
keller/keller5.clq;Q1_HC_Seed_9;20;;;;6.17041;OK
keller/keller5.clq;Q1_FI_STATS_SUMMARY;;15;21;17.3;0.930012;
keller/keller5.clq;Q1_HC_STATS_SUMMARY;;19;22;20.3;46.5238;
keller/keller5.clq;Q1_Best_Static;15;;;;0.210565;
keller/keller5.clq;Q1_Best_Dynamic;23;;;;54.0371;OK
keller/keller6.clq;Q1_FI_Seed_0;36;;;;0.509001;
keller/keller6.clq;Q1_HC_Seed_0;42;;;;99.9558;OK
keller/keller6.clq;Q1_FI_Seed_1;36;;;;0.46179;
keller/keller6.clq;Q1_HC_Seed_1;46;;;;83.5233;OK
keller/keller6.clq;Q1_FI_Seed_2;30;;;;0.467733;
keller/keller6.clq;Q1_HC_Seed_2;43;;;;141.328;OK
keller/keller6.clq;Q1_FI_Seed_3;40;;;;0.523661;
keller/keller6.clq;Q1_HC_Seed_3;43;;;;63.0312;OK
keller/keller6.clq;Q1_FI_Seed_4;30;;;;0.50141;
keller/keller6.clq;Q1_HC_Seed_4;42;;;;115.61;OK
keller/keller6.clq;Q1_FI_Seed_5;37;;;;0.528718;
keller/keller6.clq;Q1_HC_Seed_5;42;;;;49.5075;OK
keller/keller6.clq;Q1_FI_Seed_6;37;;;;0.498723;
keller/keller6.clq;Q1_HC_Seed_6;42;;;;92.712;OK
keller/keller6.clq;Q1_FI_Seed_7;35;;;;0.489708;
keller/keller6.clq;Q1_HC_Seed_7;42;;;;70.7709;OK
keller/keller6.clq;Q1_FI_Seed_8;33;;;;0.480848;
keller/keller6.clq;Q1_HC_Seed_8;43;;;;100.341;OK
keller/keller6.clq;Q1_FI_Seed_9;39;;;;0.480983;
keller/keller6.clq;Q1_HC_Seed_9;44;;;;82.0939;OK
keller/keller6.clq;Q1_FI_STATS_SUMMARY;;30;40;35.3;4.94257;
keller/keller6.clq;Q1_HC_STATS_SUMMARY;;42;46;42.9;898.874;
keller/keller6.clq;Q1_Best_Static;36;;;;1.20535;
keller/keller6.clq;Q1_Best_Dynamic;0;;;;0;SKIP_TOO_LARGE
MANN_a/MANN_a9.clq;Q1_FI_Seed_0;13;;;;0.014038;
MANN_a/MANN_a9.clq;Q1_HC_Seed_0;16;;;;0.260819;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_1;16;;;;0.013307;
MANN_a/MANN_a9.clq;Q1_HC_Seed_1;16;;;;0.124151;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_2;16;;;;0.01293;
MANN_a/MANN_a9.clq;Q1_HC_Seed_2;16;;;;0.132095;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_3;14;;;;0.012044;
MANN_a/MANN_a9.clq;Q1_HC_Seed_3;16;;;;0.221278;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_4;15;;;;0.012974;
MANN_a/MANN_a9.clq;Q1_HC_Seed_4;16;;;;0.226994;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_5;14;;;;0.012046;
MANN_a/MANN_a9.clq;Q1_HC_Seed_5;15;;;;0.158609;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_6;15;;;;0.012201;
MANN_a/MANN_a9.clq;Q1_HC_Seed_6;16;;;;0.157857;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_7;14;;;;0.012085;
MANN_a/MANN_a9.clq;Q1_HC_Seed_7;16;;;;0.237915;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_8;13;;;;0.011969;
MANN_a/MANN_a9.clq;Q1_HC_Seed_8;15;;;;0.188977;OK
MANN_a/MANN_a9.clq;Q1_FI_Seed_9;15;;;;0.01248;
MANN_a/MANN_a9.clq;Q1_HC_Seed_9;16;;;;0.181752;OK
MANN_a/MANN_a9.clq;Q1_FI_STATS_SUMMARY;;13;16;14.5;0.126074;
MANN_a/MANN_a9.clq;Q1_HC_STATS_SUMMARY;;15;16;15.8;1.89045;
MANN_a/MANN_a9.clq;Q1_Best_Static;14;;;;0.011607;
MANN_a/MANN_a9.clq;Q1_Best_Dynamic;16;;;;0.245319;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_0;122;;;;0.421389;
MANN_a/MANN_a27.clq;Q1_HC_Seed_0;122;;;;49.9832;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_1;120;;;;0.485311;
MANN_a/MANN_a27.clq;Q1_HC_Seed_1;120;;;;51.1298;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_2;118;;;;0.450357;
MANN_a/MANN_a27.clq;Q1_HC_Seed_2;119;;;;79.6612;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_3;120;;;;0.46097;
MANN_a/MANN_a27.clq;Q1_HC_Seed_3;121;;;;92.8736;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_4;121;;;;0.438444;
MANN_a/MANN_a27.clq;Q1_HC_Seed_4;121;;;;49.9172;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_5;119;;;;0.437595;
MANN_a/MANN_a27.clq;Q1_HC_Seed_5;119;;;;52.012;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_6;120;;;;0.43713;
MANN_a/MANN_a27.clq;Q1_HC_Seed_6;120;;;;49.3541;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_7;121;;;;0.426569;
MANN_a/MANN_a27.clq;Q1_HC_Seed_7;121;;;;49.2607;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_8;118;;;;0.459037;
MANN_a/MANN_a27.clq;Q1_HC_Seed_8;119;;;;65.2302;OK
MANN_a/MANN_a27.clq;Q1_FI_Seed_9;121;;;;0.392739;
MANN_a/MANN_a27.clq;Q1_HC_Seed_9;121;;;;46.0738;OK
MANN_a/MANN_a27.clq;Q1_FI_STATS_SUMMARY;;118;122;120;4.40954;
MANN_a/MANN_a27.clq;Q1_HC_STATS_SUMMARY;;119;122;120.3;585.496;
MANN_a/MANN_a27.clq;Q1_Best_Static;120;;;;0.507267;
MANN_a/MANN_a27.clq;Q1_Best_Dynamic;125;;;;122.502;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_0;333;;;;3.35326;
MANN_a/MANN_a45.clq;Q1_HC_Seed_0;333;;;;1045.27;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_1;333;;;;3.29933;
MANN_a/MANN_a45.clq;Q1_HC_Seed_1;333;;;;1052.49;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_2;331;;;;3.35987;
MANN_a/MANN_a45.clq;Q1_HC_Seed_2;331;;;;1075.48;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_3;332;;;;3.30964;
MANN_a/MANN_a45.clq;Q1_HC_Seed_3;332;;;;1061.73;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_4;331;;;;3.38356;
MANN_a/MANN_a45.clq;Q1_HC_Seed_4;331;;;;1091.7;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_5;331;;;;3.36986;
MANN_a/MANN_a45.clq;Q1_HC_Seed_5;331;;;;1110.23;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_6;331;;;;3.40868;
MANN_a/MANN_a45.clq;Q1_HC_Seed_6;331;;;;1106.66;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_7;336;;;;3.15654;
MANN_a/MANN_a45.clq;Q1_HC_Seed_7;336;;;;996.964;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_8;331;;;;3.39023;
MANN_a/MANN_a45.clq;Q1_HC_Seed_8;331;;;;1103.18;OK
MANN_a/MANN_a45.clq;Q1_FI_Seed_9;334;;;;3.20286;
MANN_a/MANN_a45.clq;Q1_HC_Seed_9;334;;;;1049.12;OK
MANN_a/MANN_a45.clq;Q1_FI_STATS_SUMMARY;;331;336;332.3;33.2338;
MANN_a/MANN_a45.clq;Q1_HC_STATS_SUMMARY;;331;336;332.3;10692.8;
MANN_a/MANN_a45.clq;Q1_Best_Static;331;;;;3.6106;
MANN_a/MANN_a45.clq;Q1_Best_Dynamic;342;;;;2512.34;OK
MANN_a/MANN_a81.clq;Q1_FI_Seed_0;1084;;;;34.7216;
MANN_a/MANN_a81.clq;Q1_HC_Seed_0;1084;;;;36010.6;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_1;1082;;;;35.8109;
MANN_a/MANN_a81.clq;Q1_HC_Seed_1;1082;;;;37403.3;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_2;1083;;;;35.3844;
MANN_a/MANN_a81.clq;Q1_HC_Seed_2;1083;;;;37512.9;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_3;1083;;;;36.6012;
MANN_a/MANN_a81.clq;Q1_HC_Seed_3;1083;;;;37117.1;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_4;1082;;;;36.0644;
MANN_a/MANN_a81.clq;Q1_HC_Seed_4;1082;;;;37499.2;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_5;1082;;;;36.2382;
MANN_a/MANN_a81.clq;Q1_HC_Seed_5;1082;;;;37449.5;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_6;1083;;;;35.4586;
MANN_a/MANN_a81.clq;Q1_HC_Seed_6;1083;;;;37120.8;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_7;1083;;;;36.3461;
MANN_a/MANN_a81.clq;Q1_HC_Seed_7;1083;;;;36999.7;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_8;1081;;;;36.204;
MANN_a/MANN_a81.clq;Q1_HC_Seed_8;1081;;;;38390.1;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_Seed_9;1084;;;;34.2971;
MANN_a/MANN_a81.clq;Q1_HC_Seed_9;1084;;;;36208.3;TIMEOUT
MANN_a/MANN_a81.clq;Q1_FI_STATS_SUMMARY;;1081;1084;1082.7;357.127;
MANN_a/MANN_a81.clq;Q1_HC_STATS_SUMMARY;;1081;1084;1082.7;371711;
MANN_a/MANN_a81.clq;Q1_Best_Static;1080;;;;37.027;
MANN_a/MANN_a81.clq;Q1_Best_Dynamic;0;;;;0;SKIP_TOO_LARGE
san/san200_0.7_1.clq;Q1_FI_Seed_0;16;;;;0.029569;
san/san200_0.7_1.clq;Q1_HC_Seed_0;16;;;;0.536262;OK
san/san200_0.7_1.clq;Q1_FI_Seed_1;13;;;;0.023895;
san/san200_0.7_1.clq;Q1_HC_Seed_1;16;;;;0.602727;OK
san/san200_0.7_1.clq;Q1_FI_Seed_2;15;;;;0.03345;
san/san200_0.7_1.clq;Q1_HC_Seed_2;15;;;;0.572418;OK
san/san200_0.7_1.clq;Q1_FI_Seed_3;15;;;;0.026182;
san/san200_0.7_1.clq;Q1_HC_Seed_3;15;;;;0.44558;OK
san/san200_0.7_1.clq;Q1_FI_Seed_4;15;;;;0.032306;
san/san200_0.7_1.clq;Q1_HC_Seed_4;15;;;;0.570613;OK
san/san200_0.7_1.clq;Q1_FI_Seed_5;15;;;;0.032642;
san/san200_0.7_1.clq;Q1_HC_Seed_5;15;;;;0.579369;OK
san/san200_0.7_1.clq;Q1_FI_Seed_6;15;;;;0.038343;
san/san200_0.7_1.clq;Q1_HC_Seed_6;15;;;;0.593039;OK
san/san200_0.7_1.clq;Q1_FI_Seed_7;15;;;;0.030674;
san/san200_0.7_1.clq;Q1_HC_Seed_7;15;;;;0.522878;OK
san/san200_0.7_1.clq;Q1_FI_Seed_8;15;;;;0.033933;
san/san200_0.7_1.clq;Q1_HC_Seed_8;15;;;;0.57356;OK
san/san200_0.7_1.clq;Q1_FI_Seed_9;16;;;;0.028159;
san/san200_0.7_1.clq;Q1_HC_Seed_9;16;;;;0.502189;OK
san/san200_0.7_1.clq;Q1_FI_STATS_SUMMARY;;13;16;15;0.309153;
san/san200_0.7_1.clq;Q1_HC_STATS_SUMMARY;;15;16;15.3;5.49864;
san/san200_0.7_1.clq;Q1_Best_Static;16;;;;0.050542;
san/san200_0.7_1.clq;Q1_Best_Dynamic;16;;;;2.77703;OK
san/san200_0.7_2.clq;Q1_FI_Seed_0;6;;;;0.022865;
san/san200_0.7_2.clq;Q1_HC_Seed_0;8;;;;0.273901;OK
san/san200_0.7_2.clq;Q1_FI_Seed_1;13;;;;0.025471;
san/san200_0.7_2.clq;Q1_HC_Seed_1;13;;;;0.38909;OK
san/san200_0.7_2.clq;Q1_FI_Seed_2;12;;;;0.032175;
san/san200_0.7_2.clq;Q1_HC_Seed_2;12;;;;0.457411;OK
san/san200_0.7_2.clq;Q1_FI_Seed_3;12;;;;0.022545;
san/san200_0.7_2.clq;Q1_HC_Seed_3;13;;;;0.451428;OK
san/san200_0.7_2.clq;Q1_FI_Seed_4;12;;;;0.0315;
san/san200_0.7_2.clq;Q1_HC_Seed_4;12;;;;0.446907;OK
