Instance;Probleme;Algorithme;Score;Temps_ms;Statut
brock/brock800_1.clq;WMCP;ILS_k4;2883;10000;OK
brock/brock800_1.clq;WMCP;VNS_kmax5;2806;10000;OK
brock/brock800_2.clq;MCP;ILS_k1;17;10000;OK
brock/brock800_2.clq;MCP;ILS_k2;17;10000;OK
brock/brock800_2.clq;MCP;ILS_k3;20;10000;OK
brock/brock800_2.clq;MCP;ILS_k4;20;10000;OK
brock/brock800_2.clq;MCP;VNS_kmax5;19;10000;OK
brock/brock800_2.clq;WMCP;ILS_k1;2274;10000;OK
brock/brock800_2.clq;WMCP;ILS_k2;2289;10000;OK
brock/brock800_2.clq;WMCP;ILS_k3;2677;10000;OK
brock/brock800_2.clq;WMCP;ILS_k4;2838;10000;OK
brock/brock800_2.clq;WMCP;VNS_kmax5;3001;10000;OK
brock/brock800_3.clq;MCP;ILS_k1;17;10000;OK
brock/brock800_3.clq;MCP;ILS_k2;17;10000;OK
brock/brock800_3.clq;MCP;ILS_k3;19;10000;OK
brock/brock800_3.clq;MCP;ILS_k4;19;10000;OK
brock/brock800_3.clq;MCP;VNS_kmax5;19;10000;OK
brock/brock800_3.clq;WMCP;ILS_k1;2533;10000;OK
brock/brock800_3.clq;WMCP;ILS_k2;2533;10000;OK
brock/brock800_3.clq;WMCP;ILS_k3;2533;10000;OK
brock/brock800_3.clq;WMCP;ILS_k4;2569;10000;OK
brock/brock800_3.clq;WMCP;VNS_kmax5;2812;10000;OK
brock/brock800_4.clq;MCP;ILS_k1;17;10000;OK
brock/brock800_4.clq;MCP;ILS_k2;17;10000;OK
brock/brock800_4.clq;MCP;ILS_k3;17;10000;OK
brock/brock800_4.clq;MCP;ILS_k4;18;10000;OK
brock/brock800_4.clq;MCP;VNS_kmax5;18;10000;OK
brock/brock800_4.clq;WMCP;ILS_k1;1549;10000;OK
brock/brock800_4.clq;WMCP;ILS_k2;2772;10000;OK
brock/brock800_4.clq;WMCP;ILS_k3;2796;10000;OK
brock/brock800_4.clq;WMCP;ILS_k4;2823;10000;OK
brock/brock800_4.clq;WMCP;VNS_kmax5;2761;10000;OK
C/C125.9.clq;MCP;ILS_k1;28;10000;OK
C/C125.9.clq;MCP;ILS_k2;31;10000;OK
C/C125.9.clq;MCP;ILS_k3;31;10000;OK
C/C125.9.clq;MCP;ILS_k4;33;10000;OK
C/C125.9.clq;MCP;VNS_kmax5;33;10000;OK
C/C125.9.clq;WMCP;ILS_k1;2315;10000;OK
C/C125.9.clq;WMCP;ILS_k2;2413;10000;OK
C/C125.9.clq;WMCP;ILS_k3;2435;10001.3;OK
C/C125.9.clq;WMCP;ILS_k4;2435;10000;OK
C/C125.9.clq;WMCP;VNS_kmax5;2499;10000;OK
C/C250.9.clq;MCP;ILS_k1;38;10000;OK
C/C250.9.clq;MCP;ILS_k2;39;10000;OK
C/C250.9.clq;MCP;ILS_k3;42;10000;OK
C/C250.9.clq;MCP;ILS_k4;39;10000;OK
C/C250.9.clq;MCP;VNS_kmax5;41;10000;OK
C/C250.9.clq;WMCP;ILS_k1;4248;10003.1;OK
C/C250.9.clq;WMCP;ILS_k2;4620;10000;OK
C/C250.9.clq;WMCP;ILS_k3;4659;10000;OK
C/C250.9.clq;WMCP;ILS_k4;4801;10000;OK
C/C250.9.clq;WMCP;VNS_kmax5;4659;10000;OK
C/C500.9.clq;MCP;ILS_k1;49;10000;OK
C/C500.9.clq;MCP;ILS_k2;53;10000;OK
C/C500.9.clq;MCP;ILS_k3;52;10000;OK
C/C500.9.clq;MCP;ILS_k4;54;10000;OK
C/C500.9.clq;MCP;VNS_kmax5;53;10000;OK
C/C500.9.clq;WMCP;ILS_k1;6084;10000;OK
C/C500.9.clq;WMCP;ILS_k2;6566;10000;OK
C/C500.9.clq;WMCP;ILS_k3;6149;10000;OK
C/C500.9.clq;WMCP;ILS_k4;6234;10000;OK
C/C500.9.clq;WMCP;VNS_kmax5;6315;10000;OK
C/C1000.9.clq;MCP;ILS_k1;54;10000;OK
C/C1000.9.clq;MCP;ILS_k2;57;10000;OK
C/C1000.9.clq;MCP;ILS_k3;57;10000;OK
C/C1000.9.clq;MCP;ILS_k4;59;10000;OK
C/C1000.9.clq;MCP;VNS_kmax5;56;10000;OK
C/C1000.9.clq;WMCP;ILS_k1;7933;10000;OK
C/C1000.9.clq;WMCP;ILS_k2;7978;10000;OK
C/C1000.9.clq;WMCP;ILS_k3;8316;10000;OK
C/C1000.9.clq;WMCP;ILS_k4;8418;10000;OK
C/C1000.9.clq;WMCP;VNS_kmax5;8422;10000;OK
C/C2000.5.clq;MCP;ILS_k1;13;10000;OK
C/C2000.5.clq;MCP;ILS_k2;15;10000;OK
C/C2000.5.clq;MCP;ILS_k3;14;10000;OK
C/C2000.5.clq;MCP;ILS_k4;14;10000;OK
C/C2000.5.clq;MCP;VNS_kmax5;14;10000;OK
C/C2000.5.clq;WMCP;ILS_k1;1904;10000;OK
C/C2000.5.clq;WMCP;ILS_k2;1917;10000;OK
C/C2000.5.clq;WMCP;ILS_k3;2089;10000;OK
C/C2000.5.clq;WMCP;ILS_k4;2117;10000;OK
C/C2000.5.clq;WMCP;VNS_kmax5;2171;10000;OK
C/C2000.9.clq;MCP;ILS_k1;64;10000;OK
C/C2000.9.clq;MCP;ILS_k2;65;10000;OK
C/C2000.9.clq;MCP;ILS_k3;65;10000;OK
C/C2000.9.clq;MCP;ILS_k4;65;10000;OK
C/C2000.9.clq;MCP;VNS_kmax5;68;10000;OK
C/C2000.9.clq;WMCP;ILS_k1;9169;10000;OK
C/C2000.9.clq;WMCP;ILS_k2;9169;10000;OK
C/C2000.9.clq;WMCP;ILS_k3;9459;10000.1;OK
C/C2000.9.clq;WMCP;ILS_k4;9759;10000;OK
C/C2000.9.clq;WMCP;VNS_kmax5;9169;10000.1;OK
C/C4000.5.clq;MCP;ILS_k1;14;10000;OK
C/C4000.5.clq;MCP;ILS_k2;14;10000;OK
C/C4000.5.clq;MCP;ILS_k3;15;10000.1;OK
C/C4000.5.clq;MCP;ILS_k4;16;10000;OK
C/C4000.5.clq;MCP;VNS_kmax5;15;10000;OK
C/C4000.5.clq;WMCP;ILS_k1;1888;10000;OK
C/C4000.5.clq;WMCP;ILS_k2;2221;10000;OK
C/C4000.5.clq;WMCP;ILS_k3;2179;10000;OK
C/C4000.5.clq;WMCP;ILS_k4;2496;10000;OK
C/C4000.5.clq;WMCP;VNS_kmax5;2222;10000;OK
c-fat/c-fat200-1.clq;MCP;ILS_k1;10;10000;OK
c-fat/c-fat200-1.clq;MCP;ILS_k2;10;10000;OK
c-fat/c-fat200-1.clq;MCP;ILS_k3;10;10000;OK
c-fat/c-fat200-1.clq;MCP;ILS_k4;10;10000;OK
c-fat/c-fat200-1.clq;MCP;VNS_kmax5;10;10000;OK
c-fat/c-fat200-1.clq;WMCP;ILS_k1;1025;10000;OK
c-fat/c-fat200-1.clq;WMCP;ILS_k2;1025;10000;OK
c-fat/c-fat200-1.clq;WMCP;ILS_k3;1025;10000;OK
c-fat/c-fat200-1.clq;WMCP;ILS_k4;1025;10000;OK
c-fat/c-fat200-1.clq;WMCP;VNS_kmax5;1128;10000;OK
c-fat/c-fat200-2.clq;MCP;ILS_k1;22;10000;OK
c-fat/c-fat200-2.clq;MCP;ILS_k2;22;10000;OK
c-fat/c-fat200-2.clq;MCP;ILS_k3;22;10000;OK
c-fat/c-fat200-2.clq;MCP;ILS_k4;22;10000;OK
c-fat/c-fat200-2.clq;MCP;VNS_kmax5;22;10000;OK
c-fat/c-fat200-2.clq;WMCP;ILS_k1;2255;10000;OK
c-fat/c-fat200-2.clq;WMCP;ILS_k2;2255;10000;OK
c-fat/c-fat200-2.clq;WMCP;ILS_k3;2255;10000;OK
c-fat/c-fat200-2.clq;WMCP;ILS_k4;2255;10000;OK
c-fat/c-fat200-2.clq;WMCP;VNS_kmax5;2255;10000;OK
c-fat/c-fat200-5.clq;MCP;ILS_k1;56;10000;OK
c-fat/c-fat200-5.clq;MCP;ILS_k2;56;10000;OK
c-fat/c-fat200-5.clq;MCP;ILS_k3;56;10000;OK
c-fat/c-fat200-5.clq;MCP;ILS_k4;56;10000;OK
c-fat/c-fat200-5.clq;MCP;VNS_kmax5;56;10000;OK
c-fat/c-fat200-5.clq;WMCP;ILS_k1;5600;10000;OK
c-fat/c-fat200-5.clq;WMCP;ILS_k2;5600;10000;OK
c-fat/c-fat200-5.clq;WMCP;ILS_k3;5600;10000;OK
c-fat/c-fat200-5.clq;WMCP;ILS_k4;5600;10000;OK
c-fat/c-fat200-5.clq;WMCP;VNS_kmax5;5600;10000;OK
c-fat/c-fat500-1.clq;MCP;ILS_k1;12;10000;OK
c-fat/c-fat500-1.clq;MCP;ILS_k2;12;10000;OK
c-fat/c-fat500-1.clq;MCP;ILS_k3;12;10000;OK
c-fat/c-fat500-1.clq;MCP;ILS_k4;12;10000;OK
c-fat/c-fat500-1.clq;MCP;VNS_kmax5;12;10000;OK
c-fat/c-fat500-1.clq;WMCP;ILS_k1;1070;10000;OK
c-fat/c-fat500-1.clq;WMCP;ILS_k2;1070;10000;OK
c-fat/c-fat500-1.clq;WMCP;ILS_k3;1070;10000;OK
c-fat/c-fat500-1.clq;WMCP;ILS_k4;1070;10000;OK
c-fat/c-fat500-1.clq;WMCP;VNS_kmax5;1070;10000;OK
c-fat/c-fat500-2.clq;MCP;ILS_k1;24;10000;OK
c-fat/c-fat500-2.clq;MCP;ILS_k2;24;10000;OK
c-fat/c-fat500-2.clq;MCP;ILS_k3;24;10000;OK
c-fat/c-fat500-2.clq;MCP;ILS_k4;24;10000;OK
c-fat/c-fat500-2.clq;MCP;VNS_kmax5;24;10000;OK
c-fat/c-fat500-2.clq;WMCP;ILS_k1;2220;10000;OK
c-fat/c-fat500-2.clq;WMCP;ILS_k2;2220;10000;OK
c-fat/c-fat500-2.clq;WMCP;ILS_k3;2220;10000;OK
c-fat/c-fat500-2.clq;WMCP;ILS_k4;2220;10000;OK
c-fat/c-fat500-2.clq;WMCP;VNS_kmax5;2220;10000;OK
c-fat/c-fat500-5.clq;MCP;ILS_k1;62;10000;OK
c-fat/c-fat500-5.clq;MCP;ILS_k2;62;10000;OK
c-fat/c-fat500-5.clq;MCP;ILS_k3;62;10000;OK
c-fat/c-fat500-5.clq;MCP;ILS_k4;62;10000;OK
c-fat/c-fat500-5.clq;MCP;VNS_kmax5;62;10000;OK
c-fat/c-fat500-5.clq;WMCP;ILS_k1;5745;10000;OK
c-fat/c-fat500-5.clq;WMCP;ILS_k2;5745;10000;OK
c-fat/c-fat500-5.clq;WMCP;ILS_k3;5745;10000;OK
c-fat/c-fat500-5.clq;WMCP;ILS_k4;5745;10000;OK
c-fat/c-fat500-5.clq;WMCP;VNS_kmax5;5745;10000;OK
c-fat/c-fat500-10.clq;MCP;ILS_k1;124;10000;OK
c-fat/c-fat500-10.clq;MCP;ILS_k2;124;10000;OK
c-fat/c-fat500-10.clq;MCP;ILS_k3;124;10000;OK
c-fat/c-fat500-10.clq;MCP;ILS_k4;124;10000;OK
c-fat/c-fat500-10.clq;MCP;VNS_kmax5;124;10000;OK
c-fat/c-fat500-10.clq;WMCP;ILS_k1;11586;10000;OK
c-fat/c-fat500-10.clq;WMCP;ILS_k2;11586;10000;OK
c-fat/c-fat500-10.clq;WMCP;ILS_k3;11586;10000;OK
c-fat/c-fat500-10.clq;WMCP;ILS_k4;11586;10000;OK
c-fat/c-fat500-10.clq;WMCP;VNS_kmax5;11586;10000;OK
gen/gen200_p0.9_44.clq;MCP;ILS_k1;34;10000;OK
gen/gen200_p0.9_44.clq;MCP;ILS_k2;34;10000;OK
gen/gen200_p0.9_44.clq;MCP;ILS_k3;40;10000;OK
gen/gen200_p0.9_44.clq;MCP;ILS_k4;38;10000;OK
gen/gen200_p0.9_44.clq;MCP;VNS_kmax5;36;10000;OK
gen/gen200_p0.9_44.clq;WMCP;ILS_k1;4267;10000;OK
gen/gen200_p0.9_44.clq;WMCP;ILS_k2;4758;10000;OK
gen/gen200_p0.9_44.clq;WMCP;ILS_k3;5006;10000;OK
gen/gen200_p0.9_44.clq;WMCP;ILS_k4;5006;10000;OK
gen/gen200_p0.9_44.clq;WMCP;VNS_kmax5;5006;10000;OK
gen/gen200_p0.9_55.clq;MCP;ILS_k1;38;10000;OK
gen/gen200_p0.9_55.clq;MCP;ILS_k2;38;10000;OK
gen/gen200_p0.9_55.clq;MCP;ILS_k3;38;10000;OK
gen/gen200_p0.9_55.clq;MCP;ILS_k4;38;10000;OK
gen/gen200_p0.9_55.clq;MCP;VNS_kmax5;38;10000;OK
gen/gen200_p0.9_55.clq;WMCP;ILS_k1;4772;10000;OK
gen/gen200_p0.9_55.clq;WMCP;ILS_k2;4640;10000;OK
gen/gen200_p0.9_55.clq;WMCP;ILS_k3;5109;10000;OK
gen/gen200_p0.9_55.clq;WMCP;ILS_k4;5109;10000;OK
gen/gen200_p0.9_55.clq;WMCP;VNS_kmax5;5109;10000;OK
gen/gen400_p0.9_55.clq;MCP;ILS_k1;44;10000;OK
gen/gen400_p0.9_55.clq;MCP;ILS_k2;44;10000;OK
gen/gen400_p0.9_55.clq;MCP;ILS_k3;47;10000;OK
gen/gen400_p0.9_55.clq;MCP;ILS_k4;47;10000;OK
gen/gen400_p0.9_55.clq;MCP;VNS_kmax5;48;10000;OK
gen/gen400_p0.9_55.clq;WMCP;ILS_k1;5917;10000;OK
gen/gen400_p0.9_55.clq;WMCP;ILS_k2;6579;10000;OK
gen/gen400_p0.9_55.clq;WMCP;ILS_k3;6578;10000;OK
gen/gen400_p0.9_55.clq;WMCP;ILS_k4;6658;10000;OK
gen/gen400_p0.9_55.clq;WMCP;VNS_kmax5;6535;10000;OK
gen/gen400_p0.9_65.clq;MCP;ILS_k1;45;10000;OK
gen/gen400_p0.9_65.clq;MCP;ILS_k2;45;10000;OK
gen/gen400_p0.9_65.clq;MCP;ILS_k3;47;10000;OK
gen/gen400_p0.9_65.clq;MCP;ILS_k4;50;10000;OK
gen/gen400_p0.9_65.clq;MCP;VNS_kmax5;47;10000;OK
gen/gen400_p0.9_65.clq;WMCP;ILS_k1;5782;10000;OK
gen/gen400_p0.9_65.clq;WMCP;ILS_k2;6482;10000;OK
gen/gen400_p0.9_65.clq;WMCP;ILS_k3;6517;10000;OK
gen/gen400_p0.9_65.clq;WMCP;ILS_k4;6427;10000;OK
gen/gen400_p0.9_65.clq;WMCP;VNS_kmax5;6607;10000;OK
gen/gen400_p0.9_75.clq;MCP;ILS_k1;48;10000;OK
gen/gen400_p0.9_75.clq;MCP;ILS_k2;48;10000;OK
gen/gen400_p0.9_75.clq;MCP;ILS_k3;48;10000;OK
gen/gen400_p0.9_75.clq;MCP;ILS_k4;49;10000;OK
gen/gen400_p0.9_75.clq;MCP;VNS_kmax5;48;10000;OK
gen/gen400_p0.9_75.clq;WMCP;ILS_k1;6306;10000;OK
gen/gen400_p0.9_75.clq;WMCP;ILS_k2;6761;10000;OK
gen/gen400_p0.9_75.clq;WMCP;ILS_k3;6651;10000;OK
gen/gen400_p0.9_75.clq;WMCP;ILS_k4;6544;10000;OK
gen/gen400_p0.9_75.clq;WMCP;VNS_kmax5;6651;10000;OK
hamming/hamming6-2.clq;MCP;ILS_k1;32;10000;OK
hamming/hamming6-2.clq;MCP;ILS_k2;32;10000;OK
hamming/hamming6-2.clq;MCP;ILS_k3;32;10000;OK
hamming/hamming6-2.clq;MCP;ILS_k4;32;10000;OK
hamming/hamming6-2.clq;MCP;VNS_kmax5;32;10000;OK
hamming/hamming6-2.clq;WMCP;ILS_k1;1040;10000;OK
hamming/hamming6-2.clq;WMCP;ILS_k2;1040;10000;OK
hamming/hamming6-2.clq;WMCP;ILS_k3;1040;10000;OK
hamming/hamming6-2.clq;WMCP;ILS_k4;1040;10000;OK
hamming/hamming6-2.clq;WMCP;VNS_kmax5;1040;10000;OK
hamming/hamming6-4.clq;MCP;ILS_k1;4;10000;OK
hamming/hamming6-4.clq;MCP;ILS_k2;4;10000;OK
hamming/hamming6-4.clq;MCP;ILS_k3;4;10000;OK
hamming/hamming6-4.clq;MCP;ILS_k4;4;10000;OK
hamming/hamming6-4.clq;MCP;VNS_kmax5;4;10000;OK
hamming/hamming6-4.clq;WMCP;ILS_k1;130;10000;OK
hamming/hamming6-4.clq;WMCP;ILS_k2;130;10000;OK
hamming/hamming6-4.clq;WMCP;ILS_k3;130;10000;OK
hamming/hamming6-4.clq;WMCP;ILS_k4;130;10000;OK
hamming/hamming6-4.clq;WMCP;VNS_kmax5;130;10000;OK
hamming/hamming8-2.clq;MCP;ILS_k1;86;10000;OK
hamming/hamming8-2.clq;MCP;ILS_k2;93;10000;OK
hamming/hamming8-2.clq;MCP;ILS_k3;93;10000;OK
hamming/hamming8-2.clq;MCP;ILS_k4;93;10000;OK
hamming/hamming8-2.clq;MCP;VNS_kmax5;93;10000;OK
hamming/hamming8-2.clq;WMCP;ILS_k1;7318;10000;OK
hamming/hamming8-2.clq;WMCP;ILS_k2;10848;10000;OK
hamming/hamming8-2.clq;WMCP;ILS_k3;10848;10000;OK
hamming/hamming8-2.clq;WMCP;ILS_k4;10848;10000;OK
hamming/hamming8-2.clq;WMCP;VNS_kmax5;10848;10000;OK
hamming/hamming8-4.clq;MCP;ILS_k1;12;10000;OK
hamming/hamming8-4.clq;MCP;ILS_k2;16;10000;OK
hamming/hamming8-4.clq;MCP;ILS_k3;16;10000;OK
hamming/hamming8-4.clq;MCP;ILS_k4;16;10000;OK
hamming/hamming8-4.clq;MCP;VNS_kmax5;16;10000;OK
hamming/hamming8-4.clq;WMCP;ILS_k1;1256;10000;OK
hamming/hamming8-4.clq;WMCP;ILS_k2;1256;10000;OK
hamming/hamming8-4.clq;WMCP;ILS_k3;1256;10000;OK
hamming/hamming8-4.clq;WMCP;ILS_k4;1256;10000;OK
hamming/hamming8-4.clq;WMCP;VNS_kmax5;1256;10000;OK
hamming/hamming10-2.clq;MCP;ILS_k1;456;10000.1;OK
hamming/hamming10-2.clq;MCP;ILS_k2;456;10000;OK
hamming/hamming10-2.clq;MCP;ILS_k3;476;10000.1;OK
hamming/hamming10-2.clq;MCP;ILS_k4;476;10000.1;OK
hamming/hamming10-2.clq;MCP;VNS_kmax5;476;10000;OK
hamming/hamming10-2.clq;WMCP;ILS_k1;43290;10000.1;OK
hamming/hamming10-2.clq;WMCP;ILS_k2;43290;10000.1;OK
hamming/hamming10-2.clq;WMCP;ILS_k3;43290;10000.1;OK
hamming/hamming10-2.clq;WMCP;ILS_k4;44754;10000;OK
hamming/hamming10-2.clq;WMCP;VNS_kmax5;43290;10000.7;OK
hamming/hamming10-4.clq;MCP;ILS_k1;36;10000;OK
hamming/hamming10-4.clq;MCP;ILS_k2;36;10000;OK
hamming/hamming10-4.clq;MCP;ILS_k3;36;10000;OK
hamming/hamming10-4.clq;MCP;ILS_k4;36;10000;OK
hamming/hamming10-4.clq;MCP;VNS_kmax5;38;10000;OK
hamming/hamming10-4.clq;WMCP;ILS_k1;4700;10000;OK
hamming/hamming10-4.clq;WMCP;ILS_k2;4700;10000;OK
hamming/hamming10-4.clq;WMCP;ILS_k3;4878;10000;OK
hamming/hamming10-4.clq;WMCP;ILS_k4;5000;10000;OK
hamming/hamming10-4.clq;WMCP;VNS_kmax5;4804;10000;OK
johnson/johnson8-2-4.clq;MCP;ILS_k1;4;10000;OK
johnson/johnson8-2-4.clq;MCP;ILS_k2;4;10000;OK
johnson/johnson8-2-4.clq;MCP;ILS_k3;4;10000;OK
johnson/johnson8-2-4.clq;MCP;ILS_k4;4;10000;OK
johnson/johnson8-2-4.clq;MCP;VNS_kmax5;4;10000;OK
johnson/johnson8-2-4.clq;WMCP;ILS_k1;57;10000;OK
johnson/johnson8-2-4.clq;WMCP;ILS_k2;62;10000;OK
johnson/johnson8-2-4.clq;WMCP;ILS_k3;62;10000;OK
johnson/johnson8-2-4.clq;WMCP;ILS_k4;62;10000;OK
johnson/johnson8-2-4.clq;WMCP;VNS_kmax5;62;10000;OK
johnson/johnson8-4-4.clq;MCP;ILS_k1;10;10000;OK
johnson/johnson8-4-4.clq;MCP;ILS_k2;14;10000;OK
johnson/johnson8-4-4.clq;MCP;ILS_k3;14;10000;OK
johnson/johnson8-4-4.clq;MCP;ILS_k4;14;10000;OK
johnson/johnson8-4-4.clq;MCP;VNS_kmax5;14;10000;OK
johnson/johnson8-4-4.clq;WMCP;ILS_k1;497;10000;OK
johnson/johnson8-4-4.clq;WMCP;ILS_k2;497;10000;OK
johnson/johnson8-4-4.clq;WMCP;ILS_k3;497;10000;OK
johnson/johnson8-4-4.clq;WMCP;ILS_k4;497;10000;OK
johnson/johnson8-4-4.clq;WMCP;VNS_kmax5;497;10000;OK
johnson/johnson16-2-4.clq;MCP;ILS_k1;8;10000;OK
johnson/johnson16-2-4.clq;MCP;ILS_k2;8;10000;OK
johnson/johnson16-2-4.clq;MCP;ILS_k3;8;10000;OK
johnson/johnson16-2-4.clq;MCP;ILS_k4;8;10000;OK
johnson/johnson16-2-4.clq;MCP;VNS_kmax5;8;10000;OK
johnson/johnson16-2-4.clq;WMCP;ILS_k1;485;10000;OK
johnson/johnson16-2-4.clq;WMCP;ILS_k2;540;10000;OK
johnson/johnson16-2-4.clq;WMCP;ILS_k3;540;10000;OK
johnson/johnson16-2-4.clq;WMCP;ILS_k4;540;10000;OK
johnson/johnson16-2-4.clq;WMCP;VNS_kmax5;540;10000;OK
johnson/johnson32-2-4.clq;MCP;ILS_k1;16;10000;OK
johnson/johnson32-2-4.clq;MCP;ILS_k2;16;10000;OK
johnson/johnson32-2-4.clq;MCP;ILS_k3;16;10000;OK
johnson/johnson32-2-4.clq;MCP;ILS_k4;16;10000;OK
johnson/johnson32-2-4.clq;MCP;VNS_kmax5;16;10000;OK
johnson/johnson32-2-4.clq;WMCP;ILS_k1;1470;10000;OK
johnson/johnson32-2-4.clq;WMCP;ILS_k2;1993;10000;OK
johnson/johnson32-2-4.clq;WMCP;ILS_k3;2017;10000;OK
