Instance;Alpha_Depart;Mode;Runs;Taille_Clique;Temps_ms
johnson/johnson8-4-4.clq;0.01;Adaptatif;1;14;35.9298
johnson/johnson8-4-4.clq;0.01;Fixe;10;14;148.078
johnson/johnson8-4-4.clq;0.01;Adaptatif;10;14;378.014
johnson/johnson8-4-4.clq;0.05;Fixe;1;14;15.1042
johnson/johnson8-4-4.clq;0.05;Adaptatif;1;14;30.6943
johnson/johnson8-4-4.clq;0.05;Fixe;10;14;146.964
johnson/johnson8-4-4.clq;0.05;Adaptatif;10;14;320.405
johnson/johnson8-4-4.clq;0.1;Fixe;1;14;14.9518
johnson/johnson8-4-4.clq;0.1;Adaptatif;1;14;30.4661
johnson/johnson8-4-4.clq;0.1;Fixe;10;14;149.37
johnson/johnson8-4-4.clq;0.1;Adaptatif;10;14;309.527
johnson/johnson16-2-4.clq;0.01;Fixe;1;7;41.0755
johnson/johnson16-2-4.clq;0.01;Adaptatif;1;8;109.807
johnson/johnson16-2-4.clq;0.01;Fixe;10;8;414.798
johnson/johnson16-2-4.clq;0.01;Adaptatif;10;8;1106.19
johnson/johnson16-2-4.clq;0.05;Fixe;1;7;41.4831
johnson/johnson16-2-4.clq;0.05;Adaptatif;1;8;98.2565
johnson/johnson16-2-4.clq;0.05;Fixe;10;8;418.362
johnson/johnson16-2-4.clq;0.05;Adaptatif;10;8;984.358
johnson/johnson16-2-4.clq;0.1;Fixe;1;7;41.3873
johnson/johnson16-2-4.clq;0.1;Adaptatif;1;8;98.4608
johnson/johnson16-2-4.clq;0.1;Fixe;10;8;413.98
johnson/johnson16-2-4.clq;0.1;Adaptatif;10;8;933.705
johnson/johnson32-2-4.clq;0.01;Fixe;1;13;658.748
johnson/johnson32-2-4.clq;0.01;Adaptatif;1;16;2060.44
johnson/johnson32-2-4.clq;0.01;Fixe;10;15;6598.18
johnson/johnson32-2-4.clq;0.01;Adaptatif;10;16;20683.5
johnson/johnson32-2-4.clq;0.05;Fixe;1;13;650.705
johnson/johnson32-2-4.clq;0.05;Adaptatif;1;16;1811.72
johnson/johnson32-2-4.clq;0.05;Fixe;10;15;6560.19
johnson/johnson32-2-4.clq;0.05;Adaptatif;10;16;19470.2
johnson/johnson32-2-4.clq;0.1;Fixe;1;13;650.896
johnson/johnson32-2-4.clq;0.1;Adaptatif;1;16;1824.04
johnson/johnson32-2-4.clq;0.1;Fixe;10;15;6558.4
johnson/johnson32-2-4.clq;0.1;Adaptatif;10;16;19676.2
keller/keller4.clq;0.01;Fixe;1;8;84.1504
keller/keller4.clq;0.01;Adaptatif;1;8;217.348
keller/keller4.clq;0.01;Fixe;10;9;811
keller/keller4.clq;0.01;Adaptatif;10;9;2347.6
keller/keller4.clq;0.05;Fixe;1;8;82.4012
keller/keller4.clq;0.05;Adaptatif;1;9;192.961
keller/keller4.clq;0.05;Fixe;10;9;809.437
keller/keller4.clq;0.05;Adaptatif;10;9;2127.69
keller/keller4.clq;0.1;Fixe;1;8;81.3547
keller/keller4.clq;0.1;Adaptatif;1;8;186.166
keller/keller4.clq;0.1;Fixe;10;9;811.808
keller/keller4.clq;0.1;Adaptatif;10;8;2060.22
keller/keller5.clq;0.01;Fixe;1;16;1568.42
keller/keller5.clq;0.01;Adaptatif;1;16;4618.24
keller/keller5.clq;0.01;Fixe;10;16;15616.1
keller/keller5.clq;0.01;Adaptatif;10;16;47157.4
keller/keller5.clq;0.05;Fixe;1;16;1576.97
keller/keller5.clq;0.05;Adaptatif;1;16;4295.29
keller/keller5.clq;0.05;Fixe;10;16;15800.6
keller/keller5.clq;0.05;Adaptatif;10;16;42625.4
keller/keller5.clq;0.1;Fixe;1;16;1591.95
keller/keller5.clq;0.1;Adaptatif;1;16;4361.07
keller/keller5.clq;0.1;Fixe;10;16;15814.7
keller/keller5.clq;0.1;Adaptatif;10;16;41936.7
keller/keller6.clq;0;SKIP;0;0;0;SKIP_TOO_LARGE
MANN_a/MANN_a9.clq;0.01;Fixe;1;15;6.25738
MANN_a/MANN_a9.clq;0.01;Adaptatif;1;15;14.4117
MANN_a/MANN_a9.clq;0.01;Fixe;10;16;65.309
MANN_a/MANN_a9.clq;0.01;Adaptatif;10;16;149.093
MANN_a/MANN_a9.clq;0.05;Fixe;1;15;6.21705
MANN_a/MANN_a9.clq;0.05;Adaptatif;1;15;13.2665
MANN_a/MANN_a9.clq;0.05;Fixe;10;16;61.7766
MANN_a/MANN_a9.clq;0.05;Adaptatif;10;16;128.587
MANN_a/MANN_a9.clq;0.1;Fixe;1;15;6.22343
MANN_a/MANN_a9.clq;0.1;Adaptatif;1;15;12.4699
MANN_a/MANN_a9.clq;0.1;Fixe;10;16;62.7231
MANN_a/MANN_a9.clq;0.1;Adaptatif;10;16;124.476
MANN_a/MANN_a27.clq;0.01;Fixe;1;117;390.823
MANN_a/MANN_a27.clq;0.01;Adaptatif;1;117;885.229
MANN_a/MANN_a27.clq;0.01;Fixe;10;117;3892.22
MANN_a/MANN_a27.clq;0.01;Adaptatif;10;117;8900.87
MANN_a/MANN_a27.clq;0.05;Fixe;1;117;386.752
MANN_a/MANN_a27.clq;0.05;Adaptatif;1;117;787.733
MANN_a/MANN_a27.clq;0.05;Fixe;10;117;3895.46
MANN_a/MANN_a27.clq;0.05;Adaptatif;10;117;7660.59
MANN_a/MANN_a27.clq;0.1;Fixe;1;117;385.015
MANN_a/MANN_a27.clq;0.1;Adaptatif;1;117;709.358
MANN_a/MANN_a27.clq;0.1;Fixe;10;117;3916.03
MANN_a/MANN_a27.clq;0.1;Adaptatif;10;117;7025.82
MANN_a/MANN_a45.clq;0.01;Fixe;1;330;2804.91
MANN_a/MANN_a45.clq;0.01;Adaptatif;1;330;6498.76
MANN_a/MANN_a45.clq;0.01;Fixe;10;330;28089
MANN_a/MANN_a45.clq;0.01;Adaptatif;10;330;64273
MANN_a/MANN_a45.clq;0.05;Fixe;1;330;2844.74
MANN_a/MANN_a45.clq;0.05;Adaptatif;1;330;5556.64
MANN_a/MANN_a45.clq;0.05;Fixe;10;330;27750
MANN_a/MANN_a45.clq;0.05;Adaptatif;10;330;53905.4
MANN_a/MANN_a45.clq;0.1;Fixe;1;330;2628.04
MANN_a/MANN_a45.clq;0.1;Adaptatif;1;330;5127.02
MANN_a/MANN_a45.clq;0.1;Fixe;10;330;26742.7
MANN_a/MANN_a45.clq;0.1;Adaptatif;10;330;49478.5
MANN_a/MANN_a81.clq;0;SKIP;0;0;0;SKIP_TOO_LARGE
san/san200_0.7_1.clq;0.01;Fixe;1;15;142.567
san/san200_0.7_1.clq;0.01;Adaptatif;1;15;238.756
san/san200_0.7_1.clq;0.01;Fixe;10;15;1141.79
san/san200_0.7_1.clq;0.01;Adaptatif;10;15;2380.35
san/san200_0.7_1.clq;0.05;Fixe;1;15;114.99
san/san200_0.7_1.clq;0.05;Adaptatif;1;15;205.005
san/san200_0.7_1.clq;0.05;Fixe;10;15;1201.72
san/san200_0.7_1.clq;0.05;Adaptatif;10;15;2085.16
san/san200_0.7_1.clq;0.1;Fixe;1;15;113.521
san/san200_0.7_1.clq;0.1;Adaptatif;1;15;215.548
san/san200_0.7_1.clq;0.1;Fixe;10;15;1295.76
san/san200_0.7_1.clq;0.1;Adaptatif;10;15;2101.27
san/san200_0.7_2.clq;0.01;Fixe;1;12;116.663
san/san200_0.7_2.clq;0.01;Adaptatif;1;12;226.62
san/san200_0.7_2.clq;0.01;Fixe;10;12;1169.64
san/san200_0.7_2.clq;0.01;Adaptatif;10;12;2346.59
san/san200_0.7_2.clq;0.05;Fixe;1;12;118.027
san/san200_0.7_2.clq;0.05;Adaptatif;1;12;197.224
san/san200_0.7_2.clq;0.05;Fixe;10;12;1179.44
san/san200_0.7_2.clq;0.05;Adaptatif;10;12;1984.38
san/san200_0.7_2.clq;0.1;Fixe;1;12;120.317
san/san200_0.7_2.clq;0.1;Adaptatif;1;12;211.155
san/san200_0.7_2.clq;0.1;Fixe;10;12;1185.71
san/san200_0.7_2.clq;0.1;Adaptatif;10;12;2173.12
san/san200_0.9_1.clq;0.01;Fixe;1;45;111.293
san/san200_0.9_1.clq;0.01;Adaptatif;1;45;261.494
san/san200_0.9_1.clq;0.01;Fixe;10;45;1123.82
san/san200_0.9_1.clq;0.01;Adaptatif;10;45;2628
san/san200_0.9_1.clq;0.05;Fixe;1;45;114.291
san/san200_0.9_1.clq;0.05;Adaptatif;1;45;227.569
san/san200_0.9_1.clq;0.05;Fixe;10;45;1134.64
san/san200_0.9_1.clq;0.05;Adaptatif;10;45;2238.04
san/san200_0.9_1.clq;0.1;Fixe;1;45;114.671
san/san200_0.9_1.clq;0.1;Adaptatif;1;45;210.323
san/san200_0.9_1.clq;0.1;Fixe;10;45;1145.53
san/san200_0.9_1.clq;0.1;Adaptatif;10;45;2114.98
san/san200_0.9_2.clq;0.01;Fixe;1;36;112.288
san/san200_0.9_2.clq;0.01;Adaptatif;1;36;278.575
san/san200_0.9_2.clq;0.01;Fixe;10;41;1144.59
san/san200_0.9_2.clq;0.01;Adaptatif;10;38;2710.75
san/san200_0.9_2.clq;0.05;Fixe;1;36;116.458
san/san200_0.9_2.clq;0.05;Adaptatif;1;36;241.11
san/san200_0.9_2.clq;0.05;Fixe;10;41;1145.24
san/san200_0.9_2.clq;0.05;Adaptatif;10;41;2379.5
san/san200_0.9_2.clq;0.1;Fixe;1;36;114.523
san/san200_0.9_2.clq;0.1;Adaptatif;1;38;229.31
san/san200_0.9_2.clq;0.1;Fixe;10;41;1150.3
san/san200_0.9_2.clq;0.1;Adaptatif;10;41;2369.73
san/san200_0.9_3.clq;0.01;Fixe;1;31;112.06
san/san200_0.9_3.clq;0.01;Adaptatif;1;33;338.992
san/san200_0.9_3.clq;0.01;Fixe;10;36;1150.31
san/san200_0.9_3.clq;0.01;Adaptatif;10;36;3012.12
san/san200_0.9_3.clq;0.05;Fixe;1;31;116.609
san/san200_0.9_3.clq;0.05;Adaptatif;1;33;313.929
san/san200_0.9_3.clq;0.05;Fixe;10;36;1155.85
san/san200_0.9_3.clq;0.05;Adaptatif;10;34;2652.7
san/san200_0.9_3.clq;0.1;Fixe;1;31;116.746
san/san200_0.9_3.clq;0.1;Adaptatif;1;31;244.051
san/san200_0.9_3.clq;0.1;Fixe;10;36;1149.78
san/san200_0.9_3.clq;0.1;Adaptatif;10;34;2483.31
san/san400_0.5_1.clq;0.01;Fixe;1;7;466.033
san/san400_0.5_1.clq;0.01;Adaptatif;1;7;843.369
san/san400_0.5_1.clq;0.01;Fixe;10;7;4667.01
san/san400_0.5_1.clq;0.01;Adaptatif;10;7;8447.74
san/san400_0.5_1.clq;0.05;Fixe;1;7;466.145
san/san400_0.5_1.clq;0.05;Adaptatif;1;7;844.424
san/san400_0.5_1.clq;0.05;Fixe;10;7;4676.35
san/san400_0.5_1.clq;0.05;Adaptatif;10;7;8479.27
san/san400_0.5_1.clq;0.1;Fixe;1;7;468.11
san/san400_0.5_1.clq;0.1;Adaptatif;1;7;879.029
san/san400_0.5_1.clq;0.1;Fixe;10;7;4672.39
san/san400_0.5_1.clq;0.1;Adaptatif;10;7;8513.84
san/san400_0.7_1.clq;0.01;Fixe;1;20;457.171
san/san400_0.7_1.clq;0.01;Adaptatif;1;20;951.168
san/san400_0.7_1.clq;0.01;Fixe;10;20;4611.63
san/san400_0.7_1.clq;0.01;Adaptatif;10;20;9311.31
san/san400_0.7_1.clq;0.05;Fixe;1;20;462.992
san/san400_0.7_1.clq;0.05;Adaptatif;1;20;855.115
san/san400_0.7_1.clq;0.05;Fixe;10;20;4614.28
san/san400_0.7_1.clq;0.05;Adaptatif;10;20;8169.31
san/san400_0.7_1.clq;0.1;Fixe;1;20;465.341
san/san400_0.7_1.clq;0.1;Adaptatif;1;20;929.338
san/san400_0.7_1.clq;0.1;Fixe;10;20;4628.13
san/san400_0.7_1.clq;0.1;Adaptatif;10;20;8874.96
san/san400_0.7_2.clq;0.01;Fixe;1;15;457.947
san/san400_0.7_2.clq;0.01;Adaptatif;1;15;893.004
san/san400_0.7_2.clq;0.01;Fixe;10;15;4601.93
san/san400_0.7_2.clq;0.01;Adaptatif;10;15;9051.4
san/san400_0.7_2.clq;0.05;Fixe;1;15;463.43
san/san400_0.7_2.clq;0.05;Adaptatif;1;15;778.007
san/san400_0.7_2.clq;0.05;Fixe;10;15;4600.04
san/san400_0.7_2.clq;0.05;Adaptatif;10;15;7892.44
san/san400_0.7_2.clq;0.1;Fixe;1;15;454.056
san/san400_0.7_2.clq;0.1;Adaptatif;1;15;821.719
san/san400_0.7_2.clq;0.1;Fixe;10;15;4587.41
san/san400_0.7_2.clq;0.1;Adaptatif;10;15;8528.88
san/san400_0.7_3.clq;0.01;Fixe;1;12;458.202
san/san400_0.7_3.clq;0.01;Adaptatif;1;12;852.106
san/san400_0.7_3.clq;0.01;Fixe;10;12;4587.9
san/san400_0.7_3.clq;0.01;Adaptatif;10;12;8767.11
san/san400_0.7_3.clq;0.05;Fixe;1;12;462.973
san/san400_0.7_3.clq;0.05;Adaptatif;1;12;901.977
san/san400_0.7_3.clq;0.05;Fixe;10;12;4589.6
san/san400_0.7_3.clq;0.05;Adaptatif;10;12;8399.93
san/san400_0.7_3.clq;0.1;Fixe;1;12;461.976
san/san400_0.7_3.clq;0.1;Adaptatif;1;12;836.89
san/san400_0.7_3.clq;0.1;Fixe;10;12;4600.14
san/san400_0.7_3.clq;0.1;Adaptatif;10;12;8367.5
san/san400_0.9_1.clq;0.01;Fixe;1;50;447.4
san/san400_0.9_1.clq;0.01;Adaptatif;1;50;990.975
san/san400_0.9_1.clq;0.01;Fixe;10;53;4464.69
san/san400_0.9_1.clq;0.01;Adaptatif;10;52;10060
san/san400_0.9_1.clq;0.05;Fixe;1;50;448.049
san/san400_0.9_1.clq;0.05;Adaptatif;1;50;847.906
san/san400_0.9_1.clq;0.05;Fixe;10;53;4454.06
san/san400_0.9_1.clq;0.05;Adaptatif;10;53;9131.83
san/san400_0.9_1.clq;0.1;Fixe;1;50;450.492
san/san400_0.9_1.clq;0.1;Adaptatif;1;51;962.796
san/san400_0.9_1.clq;0.1;Fixe;10;53;4458.35
san/san400_0.9_1.clq;0.1;Adaptatif;10;55;9323.31
san/san1000.clq;0.01;Fixe;1;4;2886.25
san/san1000.clq;0.01;Adaptatif;1;8;4731.2
san/san1000.clq;0.01;Fixe;10;4;28988
san/san1000.clq;0.01;Adaptatif;10;8;49120.4
san/san1000.clq;0.05;Fixe;1;4;2899
san/san1000.clq;0.05;Adaptatif;1;8;5364.05
san/san1000.clq;0.05;Fixe;10;4;29009.6
san/san1000.clq;0.05;Adaptatif;10;8;55178.9
san/san1000.clq;0.1;Fixe;1;4;2913.14
san/san1000.clq;0.1;Adaptatif;1;8;5350.17
san/san1000.clq;0.1;Fixe;10;4;29104.2
san/san1000.clq;0.1;Adaptatif;10;8;53886.1
san/sanr200_0.7.clq;0.01;Fixe;1;17;115.618
san/sanr200_0.7.clq;0.01;Adaptatif;1;17;303.216
san/sanr200_0.7.clq;0.01;Fixe;10;17;1176.63
san/sanr200_0.7.clq;0.01;Adaptatif;10;17;3020.95
san/sanr200_0.7.clq;0.05;Fixe;1;17;117.602
san/sanr200_0.7.clq;0.05;Adaptatif;1;17;254.578
san/sanr200_0.7.clq;0.05;Fixe;10;17;1173.85
san/sanr200_0.7.clq;0.05;Adaptatif;10;17;2656.7
san/sanr200_0.7.clq;0.1;Fixe;1;17;117.634
san/sanr200_0.7.clq;0.1;Adaptatif;1;17;237.516
san/sanr200_0.7.clq;0.1;Fixe;10;17;1178.85
san/sanr200_0.7.clq;0.1;Adaptatif;10;17;2569.43
san/sanr200_0.9.clq;0.01;Fixe;1;38;119.477
san/sanr200_0.9.clq;0.01;Adaptatif;1;38;280.829
san/sanr200_0.9.clq;0.01;Fixe;10;39;1153.51
san/sanr200_0.9.clq;0.01;Adaptatif;10;40;2986.34
san/sanr200_0.9.clq;0.05;Fixe;1;38;116.732
san/sanr200_0.9.clq;0.05;Adaptatif;1;38;241.631
san/sanr200_0.9.clq;0.05;Fixe;10;39;1161.34
san/sanr200_0.9.clq;0.05;Adaptatif;10;40;2671.71
san/sanr200_0.9.clq;0.1;Fixe;1;38;117.336
san/sanr200_0.9.clq;0.1;Adaptatif;1;38;234.142
san/sanr200_0.9.clq;0.1;Fixe;10;39;1161.1
san/sanr200_0.9.clq;0.1;Adaptatif;10;40;2616.59
san/sanr400_0.5.clq;0.01;Fixe;1;11;472.403
san/sanr400_0.5.clq;0.01;Adaptatif;1;11;1217.37
san/sanr400_0.5.clq;0.01;Fixe;10;12;4740.66
san/sanr400_0.5.clq;0.01;Adaptatif;10;12;12765.2
san/sanr400_0.5.clq;0.05;Fixe;1;11;475.511
san/sanr400_0.5.clq;0.05;Adaptatif;1;11;1103.84
san/sanr400_0.5.clq;0.05;Fixe;10;12;4710.17
san/sanr400_0.5.clq;0.05;Adaptatif;10;12;10876.3
san/sanr400_0.5.clq;0.1;Fixe;1;11;473.463
san/sanr400_0.5.clq;0.1;Adaptatif;1;11;1023.72
san/sanr400_0.5.clq;0.1;Fixe;10;12;4725.06
san/sanr400_0.5.clq;0.1;Adaptatif;10;12;10543.4
san/sanr400_0.7.clq;0.01;Fixe;1;19;459.508
san/sanr400_0.7.clq;0.01;Adaptatif;1;19;1221.14
san/sanr400_0.7.clq;0.01;Fixe;10;21;4545.13
san/sanr400_0.7.clq;0.01;Adaptatif;10;21;11849.4
san/sanr400_0.7.clq;0.05;Fixe;1;19;452.871
san/sanr400_0.7.clq;0.05;Adaptatif;1;19;1065.6
san/sanr400_0.7.clq;0.05;Fixe;10;21;4540.98
san/sanr400_0.7.clq;0.05;Adaptatif;10;21;10811
san/sanr400_0.7.clq;0.1;Fixe;1;19;454.206
san/sanr400_0.7.clq;0.1;Adaptatif;1;21;1435.87
san/sanr400_0.7.clq;0.1;Fixe;10;21;4558.18
san/sanr400_0.7.clq;0.1;Adaptatif;10;21;11009.3
