Instance;Algorithme;Poids_Total;Poids_Min;Poids_Max;Poids_Moyenne;Temps_ms;Statut
hamming/hamming6-2.clq;Q3_HC_Seed_8;1040;;;;0.605566;OK
hamming/hamming6-2.clq;Q3_FI_Seed_9;795;;;;0.01891;OK
hamming/hamming6-2.clq;Q3_HC_Seed_9;1040;;;;0.680943;OK
hamming/hamming6-2.clq;Q3_FI_STATS_SUMMARY;;534;807;698;0.170118;OK
hamming/hamming6-2.clq;Q3_HC_STATS_SUMMARY;;650;1040;968.6;7.07908;OK
hamming/hamming6-2.clq;Q3_Static_Poids;1040;;;;0.019653;OK
hamming/hamming6-2.clq;Q3_Static_Hybride;1040;;;;0.022762;OK
hamming/hamming6-2.clq;Q3_Dynamic_Hybride;1040;;;;0.577223;OK
hamming/hamming6-4.clq;Q3_FI_Seed_0;130;;;;0.009265;OK
hamming/hamming6-4.clq;Q3_HC_Seed_0;130;;;;0.030927;OK
hamming/hamming6-4.clq;Q3_FI_Seed_1;130;;;;0.008912;OK
hamming/hamming6-4.clq;Q3_HC_Seed_1;130;;;;0.030183;OK
hamming/hamming6-4.clq;Q3_FI_Seed_2;130;;;;0.008803;OK
hamming/hamming6-4.clq;Q3_HC_Seed_2;130;;;;0.030563;OK
hamming/hamming6-4.clq;Q3_FI_Seed_3;130;;;;0.008351;OK
hamming/hamming6-4.clq;Q3_HC_Seed_3;130;;;;0.030142;OK
hamming/hamming6-4.clq;Q3_FI_Seed_4;130;;;;0.008469;OK
hamming/hamming6-4.clq;Q3_HC_Seed_4;130;;;;0.029696;OK
hamming/hamming6-4.clq;Q3_FI_Seed_5;130;;;;0.00844;OK
hamming/hamming6-4.clq;Q3_HC_Seed_5;130;;;;0.030012;OK
hamming/hamming6-4.clq;Q3_FI_Seed_6;130;;;;0.008532;OK
hamming/hamming6-4.clq;Q3_HC_Seed_6;130;;;;0.030957;OK
hamming/hamming6-4.clq;Q3_FI_Seed_7;130;;;;0.008336;OK
hamming/hamming6-4.clq;Q3_HC_Seed_7;130;;;;0.030126;OK
hamming/hamming6-4.clq;Q3_FI_Seed_8;57;;;;0.008122;OK
hamming/hamming6-4.clq;Q3_HC_Seed_8;130;;;;0.038675;OK
hamming/hamming6-4.clq;Q3_FI_Seed_9;130;;;;0.00839;OK
hamming/hamming6-4.clq;Q3_HC_Seed_9;130;;;;0.030258;OK
hamming/hamming6-4.clq;Q3_FI_STATS_SUMMARY;;57;130;122.7;0.08562;OK
hamming/hamming6-4.clq;Q3_HC_STATS_SUMMARY;;130;130;130;0.311539;OK
hamming/hamming6-4.clq;Q3_Static_Poids;130;;;;0.005951;OK
hamming/hamming6-4.clq;Q3_Static_Hybride;130;;;;0.009112;OK
hamming/hamming6-4.clq;Q3_Dynamic_Hybride;130;;;;0.126983;OK
hamming/hamming8-2.clq;Q3_FI_Seed_0;5696;;;;0.129892;OK
hamming/hamming8-2.clq;Q3_HC_Seed_0;7136;;;;33.3537;OK
hamming/hamming8-2.clq;Q3_FI_Seed_1;5282;;;;0.125694;OK
hamming/hamming8-2.clq;Q3_HC_Seed_1;10848;;;;133.217;OK
hamming/hamming8-2.clq;Q3_FI_Seed_2;6466;;;;0.137581;OK
hamming/hamming8-2.clq;Q3_HC_Seed_2;10848;;;;73.3768;OK
hamming/hamming8-2.clq;Q3_FI_Seed_3;6896;;;;0.147224;OK
hamming/hamming8-2.clq;Q3_HC_Seed_3;10848;;;;78.8861;OK
hamming/hamming8-2.clq;Q3_FI_Seed_4;5717;;;;0.129755;OK
hamming/hamming8-2.clq;Q3_HC_Seed_4;7794;;;;55.2307;OK
hamming/hamming8-2.clq;Q3_FI_Seed_5;5576;;;;0.143142;OK
hamming/hamming8-2.clq;Q3_HC_Seed_5;8845;;;;96.6945;OK
hamming/hamming8-2.clq;Q3_FI_Seed_6;5443;;;;0.13332;OK
hamming/hamming8-2.clq;Q3_HC_Seed_6;8008;;;;54.85;OK
hamming/hamming8-2.clq;Q3_FI_Seed_7;6655;;;;0.143683;OK
hamming/hamming8-2.clq;Q3_HC_Seed_7;7672;;;;50.1674;OK
hamming/hamming8-2.clq;Q3_FI_Seed_8;5422;;;;0.856827;OK
hamming/hamming8-2.clq;Q3_HC_Seed_8;8231;;;;55.6113;OK
hamming/hamming8-2.clq;Q3_FI_Seed_9;6151;;;;0.131456;OK
hamming/hamming8-2.clq;Q3_HC_Seed_9;7138;;;;37.1377;OK
hamming/hamming8-2.clq;Q3_FI_STATS_SUMMARY;;5282;6896;5930.4;2.07857;OK
hamming/hamming8-2.clq;Q3_HC_STATS_SUMMARY;;7136;10848;8736.8;668.525;OK
hamming/hamming8-2.clq;Q3_Static_Poids;10848;;;;0.27195;OK
hamming/hamming8-2.clq;Q3_Static_Hybride;10848;;;;0.307244;OK
hamming/hamming8-2.clq;Q3_Dynamic_Hybride;10848;;;;33.7375;OK
hamming/hamming8-4.clq;Q3_FI_Seed_0;627;;;;0.029253;OK
hamming/hamming8-4.clq;Q3_HC_Seed_0;1256;;;;2.09208;OK
hamming/hamming8-4.clq;Q3_FI_Seed_1;670;;;;0.028503;OK
hamming/hamming8-4.clq;Q3_HC_Seed_1;1142;;;;0.874183;OK
hamming/hamming8-4.clq;Q3_FI_Seed_2;874;;;;0.026563;OK
hamming/hamming8-4.clq;Q3_HC_Seed_2;1456;;;;2.12497;OK
hamming/hamming8-4.clq;Q3_FI_Seed_3;599;;;;0.02512;OK
hamming/hamming8-4.clq;Q3_HC_Seed_3;1142;;;;1.79158;OK
hamming/hamming8-4.clq;Q3_FI_Seed_4;571;;;;0.026883;OK
hamming/hamming8-4.clq;Q3_HC_Seed_4;1456;;;;1.55628;OK
hamming/hamming8-4.clq;Q3_FI_Seed_5;957;;;;0.025593;OK
hamming/hamming8-4.clq;Q3_HC_Seed_5;1456;;;;1.42999;OK
hamming/hamming8-4.clq;Q3_FI_Seed_6;571;;;;0.027454;OK
hamming/hamming8-4.clq;Q3_HC_Seed_6;1142;;;;1.5687;OK
hamming/hamming8-4.clq;Q3_FI_Seed_7;508;;;;0.026282;OK
hamming/hamming8-4.clq;Q3_HC_Seed_7;1142;;;;1.36487;OK
hamming/hamming8-4.clq;Q3_FI_Seed_8;677;;;;0.027119;OK
hamming/hamming8-4.clq;Q3_HC_Seed_8;942;;;;0.718721;OK
hamming/hamming8-4.clq;Q3_FI_Seed_9;509;;;;0.025649;OK
hamming/hamming8-4.clq;Q3_HC_Seed_9;942;;;;1.36092;OK
hamming/hamming8-4.clq;Q3_FI_STATS_SUMMARY;;508;957;656.3;0.268419;OK
hamming/hamming8-4.clq;Q3_HC_STATS_SUMMARY;;942;1456;1207.6;14.8823;OK
hamming/hamming8-4.clq;Q3_Static_Poids;1147;;;;0.053735;OK
hamming/hamming8-4.clq;Q3_Static_Hybride;1147;;;;0.099283;OK
hamming/hamming8-4.clq;Q3_Dynamic_Hybride;1456;;;;3.48396;OK
hamming/hamming10-2.clq;Q3_FI_Seed_0;22915;;;;1.59738;OK
hamming/hamming10-2.clq;Q3_HC_Seed_0;33976;;;;10087.1;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_1;22483;;;;1.65003;OK
hamming/hamming10-2.clq;Q3_HC_Seed_1;36957;;;;10508.1;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_2;24412;;;;1.62501;OK
hamming/hamming10-2.clq;Q3_HC_Seed_2;36948;;;;10303.6;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_3;25488;;;;1.63195;OK
hamming/hamming10-2.clq;Q3_HC_Seed_3;31659;;;;7154.68;OK
hamming/hamming10-2.clq;Q3_FI_Seed_4;24029;;;;1.62251;OK
hamming/hamming10-2.clq;Q3_HC_Seed_4;34546;;;;10069.9;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_5;26490;;;;1.64366;OK
hamming/hamming10-2.clq;Q3_HC_Seed_5;50400;;;;7666.18;OK
hamming/hamming10-2.clq;Q3_FI_Seed_6;22881;;;;1.70742;OK
hamming/hamming10-2.clq;Q3_HC_Seed_6;43955;;;;10010.4;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_7;22221;;;;1.8733;OK
hamming/hamming10-2.clq;Q3_HC_Seed_7;34244;;;;10428.1;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_8;23678;;;;1.57261;OK
hamming/hamming10-2.clq;Q3_HC_Seed_8;32617;;;;10500;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_Seed_9;25179;;;;1.70654;OK
hamming/hamming10-2.clq;Q3_HC_Seed_9;35701;;;;10426.8;TIMEOUT
hamming/hamming10-2.clq;Q3_FI_STATS_SUMMARY;;22221;26490;23977.6;16.6304;OK
hamming/hamming10-2.clq;Q3_HC_STATS_SUMMARY;;31659;50400;37100.3;97154.9;OK
hamming/hamming10-2.clq;Q3_Static_Poids;37406;;;;2.01248;OK
hamming/hamming10-2.clq;Q3_Static_Hybride;37406;;;;2.18521;OK
hamming/hamming10-2.clq;Q3_Dynamic_Hybride;37406;;;;1103.58;OK
hamming/hamming10-4.clq;Q3_FI_Seed_0;2301;;;;0.145217;OK
hamming/hamming10-4.clq;Q3_HC_Seed_0;4282;;;;101.16;OK
hamming/hamming10-4.clq;Q3_FI_Seed_1;1474;;;;0.15155;OK
hamming/hamming10-4.clq;Q3_HC_Seed_1;4340;;;;60.975;OK
hamming/hamming10-4.clq;Q3_FI_Seed_2;2351;;;;0.147012;OK
hamming/hamming10-4.clq;Q3_HC_Seed_2;4094;;;;62.1278;OK
hamming/hamming10-4.clq;Q3_FI_Seed_3;1939;;;;0.167852;OK
hamming/hamming10-4.clq;Q3_HC_Seed_3;4087;;;;44.143;OK
hamming/hamming10-4.clq;Q3_FI_Seed_4;1883;;;;0.138152;OK
hamming/hamming10-4.clq;Q3_HC_Seed_4;4297;;;;46.1538;OK
hamming/hamming10-4.clq;Q3_FI_Seed_5;2378;;;;0.144341;OK
hamming/hamming10-4.clq;Q3_HC_Seed_5;3601;;;;36.0121;OK
hamming/hamming10-4.clq;Q3_FI_Seed_6;2343;;;;0.149416;OK
hamming/hamming10-4.clq;Q3_HC_Seed_6;4064;;;;45.8454;OK
hamming/hamming10-4.clq;Q3_FI_Seed_7;2497;;;;0.152885;OK
hamming/hamming10-4.clq;Q3_HC_Seed_7;3920;;;;49.3041;OK
hamming/hamming10-4.clq;Q3_FI_Seed_8;1622;;;;0.140845;OK
hamming/hamming10-4.clq;Q3_HC_Seed_8;4141;;;;43.6286;OK
hamming/hamming10-4.clq;Q3_FI_Seed_9;1721;;;;0.143359;OK
hamming/hamming10-4.clq;Q3_HC_Seed_9;4434;;;;68.228;OK
hamming/hamming10-4.clq;Q3_FI_STATS_SUMMARY;;1474;2497;2050.9;1.48063;OK
hamming/hamming10-4.clq;Q3_HC_STATS_SUMMARY;;3601;4434;4126;557.577;OK
hamming/hamming10-4.clq;Q3_Static_Poids;3487;;;;0.253606;OK
hamming/hamming10-4.clq;Q3_Static_Hybride;3487;;;;0.38403;OK
hamming/hamming10-4.clq;Q3_Dynamic_Hybride;4498;;;;87.7794;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_0;52;;;;0.008189;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_0;52;;;;0.015798;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_1;56;;;;0.00673;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_1;56;;;;0.014386;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_2;60;;;;0.00671;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_2;60;;;;0.014737;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_3;62;;;;0.006522;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_3;62;;;;0.014846;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_4;52;;;;0.006587;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_4;52;;;;0.014743;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_5;62;;;;0.00648;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_5;62;;;;0.014532;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_6;62;;;;0.006484;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_6;62;;;;0.014608;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_7;56;;;;0.006453;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_7;56;;;;0.014717;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_8;56;;;;0.006698;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_8;56;;;;0.01445;OK
johnson/johnson8-2-4.clq;Q3_FI_Seed_9;59;;;;0.006573;OK
johnson/johnson8-2-4.clq;Q3_HC_Seed_9;59;;;;0.026071;OK
johnson/johnson8-2-4.clq;Q3_FI_STATS_SUMMARY;;52;62;57.7;0.067426;OK
johnson/johnson8-2-4.clq;Q3_HC_STATS_SUMMARY;;52;62;57.7;0.158888;OK
johnson/johnson8-2-4.clq;Q3_Static_Poids;50;;;;0.005239;OK
johnson/johnson8-2-4.clq;Q3_Static_Hybride;50;;;;0.005488;OK
johnson/johnson8-2-4.clq;Q3_Dynamic_Hybride;50;;;;0.029898;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_0;295;;;;0.012528;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_0;497;;;;0.339704;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_1;268;;;;0.012807;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_1;497;;;;0.30856;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_2;351;;;;0.011723;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_2;351;;;;0.147347;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_3;364;;;;0.012061;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_3;497;;;;0.243575;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_4;344;;;;0.011749;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_4;497;;;;0.266551;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_5;413;;;;0.011592;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_5;497;;;;0.222202;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_6;327;;;;0.011227;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_6;358;;;;0.163509;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_7;390;;;;0.012521;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_7;497;;;;0.22667;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_8;370;;;;0.012324;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_8;497;;;;0.238995;OK
johnson/johnson8-4-4.clq;Q3_FI_Seed_9;290;;;;0.011627;OK
johnson/johnson8-4-4.clq;Q3_HC_Seed_9;497;;;;0.263759;OK
johnson/johnson8-4-4.clq;Q3_FI_STATS_SUMMARY;;268;413;341.2;0.120159;OK
johnson/johnson8-4-4.clq;Q3_HC_STATS_SUMMARY;;351;497;468.5;2.42087;OK
johnson/johnson8-4-4.clq;Q3_Static_Poids;497;;;;0.010687;OK
johnson/johnson8-4-4.clq;Q3_Static_Hybride;497;;;;0.015377;OK
johnson/johnson8-4-4.clq;Q3_Dynamic_Hybride;497;;;;0.293061;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_0;507;;;;0.017232;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_0;507;;;;0.183587;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_1;527;;;;0.016455;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_1;527;;;;0.183989;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_2;487;;;;0.016507;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_2;487;;;;0.19001;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_3;441;;;;0.016183;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_3;441;;;;0.183878;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_4;484;;;;0.016181;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_4;484;;;;0.181445;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_5;485;;;;0.01625;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_5;485;;;;0.190407;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_6;449;;;;0.016194;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_6;449;;;;0.194641;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_7;501;;;;0.01633;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_7;501;;;;0.182571;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_8;527;;;;0.016468;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_8;527;;;;0.180782;OK
johnson/johnson16-2-4.clq;Q3_FI_Seed_9;483;;;;0.016458;OK
johnson/johnson16-2-4.clq;Q3_HC_Seed_9;483;;;;0.187753;OK
johnson/johnson16-2-4.clq;Q3_FI_STATS_SUMMARY;;441;527;489.1;0.164258;OK
johnson/johnson16-2-4.clq;Q3_HC_STATS_SUMMARY;;441;527;489.1;1.85906;OK
johnson/johnson16-2-4.clq;Q3_Static_Poids;372;;;;0.014424;OK
johnson/johnson16-2-4.clq;Q3_Static_Hybride;372;;;;0.021487;OK
johnson/johnson16-2-4.clq;Q3_Dynamic_Hybride;372;;;;0.708649;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_0;1417;;;;0.081003;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_0;1417;;;;2.59026;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_1;1492;;;;0.081058;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_1;1492;;;;2.68795;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_2;1338;;;;0.081363;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_2;1338;;;;2.76702;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_3;1432;;;;0.082248;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_3;1432;;;;2.72756;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_4;1797;;;;0.083414;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_4;1797;;;;2.58943;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_5;1415;;;;0.082722;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_5;1415;;;;2.65859;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_6;1586;;;;0.082451;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_6;1586;;;;2.69611;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_7;1306;;;;0.082274;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_7;1306;;;;2.73871;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_8;1742;;;;0.088241;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_8;1742;;;;2.58607;OK
johnson/johnson32-2-4.clq;Q3_FI_Seed_9;1365;;;;0.082632;OK
johnson/johnson32-2-4.clq;Q3_HC_Seed_9;1365;;;;2.69412;OK
johnson/johnson32-2-4.clq;Q3_FI_STATS_SUMMARY;;1306;1797;1489;0.827406;OK
johnson/johnson32-2-4.clq;Q3_HC_STATS_SUMMARY;;1306;1797;1489;26.7358;OK
johnson/johnson32-2-4.clq;Q3_Static_Poids;1570;;;;0.113079;OK
johnson/johnson32-2-4.clq;Q3_Static_Hybride;1570;;;;0.179273;OK
johnson/johnson32-2-4.clq;Q3_Dynamic_Hybride;1570;;;;19.644;OK
keller/keller4.clq;Q3_FI_Seed_0;637;;;;0.019946;OK
keller/keller4.clq;Q3_HC_Seed_0;961;;;;0.385311;OK
keller/keller4.clq;Q3_FI_Seed_1;503;;;;0.020393;OK
keller/keller4.clq;Q3_HC_Seed_1;846;;;;0.839547;OK
keller/keller4.clq;Q3_FI_Seed_2;550;;;;0.019644;OK
keller/keller4.clq;Q3_HC_Seed_2;930;;;;0.95054;OK
keller/keller4.clq;Q3_FI_Seed_3;628;;;;0.01826;OK
keller/keller4.clq;Q3_HC_Seed_3;1126;;;;0.590721;OK
keller/keller4.clq;Q3_FI_Seed_4;706;;;;0.018741;OK
keller/keller4.clq;Q3_HC_Seed_4;971;;;;0.972827;OK
keller/keller4.clq;Q3_FI_Seed_5;624;;;;0.018417;OK
keller/keller4.clq;Q3_HC_Seed_5;931;;;;1.11594;OK
keller/keller4.clq;Q3_FI_Seed_6;443;;;;0.019687;OK
keller/keller4.clq;Q3_HC_Seed_6;673;;;;1.40371;OK
keller/keller4.clq;Q3_FI_Seed_7;578;;;;0.020445;OK
keller/keller4.clq;Q3_HC_Seed_7;902;;;;0.563339;OK
keller/keller4.clq;Q3_FI_Seed_8;579;;;;0.019074;OK
keller/keller4.clq;Q3_HC_Seed_8;643;;;;0.477308;OK
keller/keller4.clq;Q3_FI_Seed_9;771;;;;0.020045;OK
keller/keller4.clq;Q3_HC_Seed_9;828;;;;0.384707;OK
keller/keller4.clq;Q3_FI_STATS_SUMMARY;;443;771;601.9;0.194652;OK
keller/keller4.clq;Q3_HC_STATS_SUMMARY;;643;1126;881.1;7.68395;OK
keller/keller4.clq;Q3_Static_Poids;915;;;;0.022071;OK
keller/keller4.clq;Q3_Static_Hybride;905;;;;0.041894;OK
keller/keller4.clq;Q3_Dynamic_Hybride;1139;;;;1.53296;OK
keller/keller5.clq;Q3_FI_Seed_0;1505;;;;0.095749;OK
keller/keller5.clq;Q3_HC_Seed_0;2118;;;;27.0569;OK
keller/keller5.clq;Q3_FI_Seed_1;1603;;;;0.095415;OK
keller/keller5.clq;Q3_HC_Seed_1;2505;;;;14.0179;OK
keller/keller5.clq;Q3_FI_Seed_2;1394;;;;0.096429;OK
keller/keller5.clq;Q3_HC_Seed_2;2277;;;;12.7322;OK
keller/keller5.clq;Q3_FI_Seed_3;2150;;;;0.088651;OK
keller/keller5.clq;Q3_HC_Seed_3;2244;;;;7.04531;OK
keller/keller5.clq;Q3_FI_Seed_4;1692;;;;0.092206;OK
keller/keller5.clq;Q3_HC_Seed_4;2264;;;;13.3157;OK
keller/keller5.clq;Q3_FI_Seed_5;1694;;;;0.096549;OK
keller/keller5.clq;Q3_HC_Seed_5;2376;;;;16.8552;OK
keller/keller5.clq;Q3_FI_Seed_6;1819;;;;0.096759;OK
keller/keller5.clq;Q3_HC_Seed_6;2335;;;;17.7777;OK
keller/keller5.clq;Q3_FI_Seed_7;1268;;;;0.087626;OK
keller/keller5.clq;Q3_HC_Seed_7;2306;;;;32.8144;OK
keller/keller5.clq;Q3_FI_Seed_8;1635;;;;0.09186;OK
keller/keller5.clq;Q3_HC_Seed_8;2344;;;;11.7624;OK
keller/keller5.clq;Q3_FI_Seed_9;1505;;;;0.0912;OK
keller/keller5.clq;Q3_HC_Seed_9;2742;;;;21.0363;OK
keller/keller5.clq;Q3_FI_STATS_SUMMARY;;1268;2150;1626.5;0.932444;OK
keller/keller5.clq;Q3_HC_STATS_SUMMARY;;2118;2742;2351.1;174.414;OK
keller/keller5.clq;Q3_Static_Poids;2501;;;;0.165268;OK
keller/keller5.clq;Q3_Static_Hybride;2413;;;;0.278703;OK
keller/keller5.clq;Q3_Dynamic_Hybride;2723;;;;41.7302;OK
keller/keller6.clq;Q3_FI_Seed_0;3563;;;;0.505656;OK
keller/keller6.clq;Q3_HC_Seed_0;5474;;;;552.949;OK
keller/keller6.clq;Q3_FI_Seed_1;3760;;;;0.51122;OK
keller/keller6.clq;Q3_HC_Seed_1;5457;;;;604.874;OK
keller/keller6.clq;Q3_FI_Seed_2;2954;;;;0.476542;OK
keller/keller6.clq;Q3_HC_Seed_2;5036;;;;388.94;OK
keller/keller6.clq;Q3_FI_Seed_3;4142;;;;0.52159;OK
keller/keller6.clq;Q3_HC_Seed_3;5364;;;;503.691;OK
keller/keller6.clq;Q3_FI_Seed_4;3225;;;;0.533351;OK
keller/keller6.clq;Q3_HC_Seed_4;5564;;;;543.857;OK
keller/keller6.clq;Q3_FI_Seed_5;3955;;;;0.526908;OK
keller/keller6.clq;Q3_HC_Seed_5;5249;;;;344.221;OK
keller/keller6.clq;Q3_FI_Seed_6;3988;;;;0.499296;OK
keller/keller6.clq;Q3_HC_Seed_6;5455;;;;263.121;OK
keller/keller6.clq;Q3_FI_Seed_7;3402;;;;0.482637;OK
keller/keller6.clq;Q3_HC_Seed_7;5348;;;;496.777;OK
keller/keller6.clq;Q3_FI_Seed_8;3323;;;;0.485197;OK
keller/keller6.clq;Q3_HC_Seed_8;5322;;;;280.297;OK
keller/keller6.clq;Q3_FI_Seed_9;4284;;;;0.491062;OK
keller/keller6.clq;Q3_HC_Seed_9;5271;;;;340.325;OK
keller/keller6.clq;Q3_FI_STATS_SUMMARY;;2954;4284;3659.6;5.03346;OK
keller/keller6.clq;Q3_HC_STATS_SUMMARY;;5036;5564;5354;4319.05;OK
keller/keller6.clq;Q3_Static_Poids;5009;;;;0.787679;OK
keller/keller6.clq;Q3_Static_Hybride;5623;;;;1.48112;OK
keller/keller6.clq;Q3_Dynamic_Hybride;0;;;;0;SKIP_TOO_LARGE
MANN_a/MANN_a9.clq;Q3_FI_Seed_0;336;;;;0.014267;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_0;352;;;;0.406944;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_1;355;;;;0.012984;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_1;355;;;;0.204589;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_2;352;;;;0.013212;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_2;353;;;;0.286856;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_3;341;;;;0.012729;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_3;354;;;;0.561942;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_4;343;;;;0.012258;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_4;354;;;;0.582751;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_5;338;;;;0.012389;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_5;352;;;;0.393565;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_6;346;;;;0.01225;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_6;354;;;;0.333963;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_7;340;;;;0.012577;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_7;354;;;;0.500943;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_8;330;;;;0.01197;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_8;353;;;;0.57414;OK
MANN_a/MANN_a9.clq;Q3_FI_Seed_9;345;;;;0.012266;OK
MANN_a/MANN_a9.clq;Q3_HC_Seed_9;355;;;;0.454038;OK
MANN_a/MANN_a9.clq;Q3_FI_STATS_SUMMARY;;330;355;342.6;0.126902;OK
MANN_a/MANN_a9.clq;Q3_HC_STATS_SUMMARY;;352;355;353.6;4.29973;OK
MANN_a/MANN_a9.clq;Q3_Static_Poids;354;;;;0.010902;OK
MANN_a/MANN_a9.clq;Q3_Static_Hybride;354;;;;0.013293;OK
MANN_a/MANN_a9.clq;Q3_Dynamic_Hybride;354;;;;0.219004;OK
MANN_a/MANN_a27.clq;Q3_FI_Seed_0;12034;;;;0.423978;OK
MANN_a/MANN_a27.clq;Q3_HC_Seed_0;12127;;;;1022.6;OK
MANN_a/MANN_a27.clq;Q3_FI_Seed_1;11703;;;;0.451607;OK
MANN_a/MANN_a27.clq;Q3_HC_Seed_1;12117;;;;1216.01;OK
MANN_a/MANN_a27.clq;Q3_FI_Seed_2;11960;;;;0.455058;OK
